dataset_id	sample_id	official_method_id	method_label	K	feature_type	feature_id	genes_used	reference_id	official_reference_delta	n_alternatives	minimum_delta	maximum_delta	official_delta_range	n_sign_state_changes_vs_reference	official_any_sign_state_change_vs_reference	n_direction_reversals_vs_reference	official_any_direction_reversal_vs_reference	n_zero_involved_changes_vs_reference	all_partitions_same_direction	reference_block_delta	median_block_delta	n_partitions_with_evaluable_blocks	n_block_direction_reversals_vs_reference	any_block_direction_reversal_vs_reference	current_method_id	current_reference_delta	current_delta_range	current_any_direction_reversal_vs_reference	current_any_sign_state_change_vs_reference	reference_delta_sign_agrees
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	0.1522856330091428	2	0.1341965545298284	0.1679416309583685	0.03374507642854	0	False	0	False	0	1	0.3430382878731444	0.3485367321067338	3	0	False	M5_stagate	0.3595929656433978	0.6799400045027251	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	0.1591820143838391	2	0.1423104234702537	0.2038699265050287	0.061559503034775	0	False	0	False	0	1	0.38356552373544	0.3914648495497362	3	0	False	M5_stagate	0.2873766424653889	0.5884101624785436	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	0.0693013355701355	2	0.0493472339202233	0.0693013355701355	0.0199541016499121	0	False	0	False	0	1	0.1725229336970687	0.1774511471419741	3	0	False	M5_stagate	0.1196023317392026	0.330532231374204	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.1046487125308194	2	0.1046487125308194	0.1134146190478416	0.0087659065170221	0	False	0	False	0	1	0.0672160687435521	0.0672160687435521	3	0	False	M5_stagate	0.0771148761305711	0.0230043526031742	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	SPP1	SPP1	seed_11	0.163691539931286	2	0.163691539931286	0.1725798387371804	0.0088882988058943	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	COL1A1	COL1A1	seed_11	-0.229686787537434	2	-0.2760472545706811	-0.229686787537434	0.0463604670332471	0	False	0	False	0	1	0.5192095250417232	0.5525726604543006	3	0	False	M5_stagate	-0.2921188361037958	1.2103166988286032	True	True	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	EPCAM	EPCAM	seed_11	0.2457289460333322	2	0.2457289460333322	0.2811486932780376	0.0354197472447053	0	False	0	False	0	1	-0.0251968196474074	-0.0167344212811366	3	0	False	M5_stagate	-0.0325525501091465	0.3586112444753357	False	False	False
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.0864219838000281	2	-0.1020616331612365	-0.0864219838000281	0.0156396493612083	0	False	0	False	0	1	0.266762485348396	0.266762485348396	3	0	False	M5_stagate	-0.1131137621335094	0.654879398598291	True	True	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.0886052665601897	2	-0.0932585386855158	-0.088464560855078	0.0047939778304377	0	False	0	False	0	1	0.2592023053623365	0.302842773441954	3	0	False	M5_stagate	-0.1084172139834134	0.5949276012222966	True	True	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.0434493499660401	2	-0.0623212411338177	-0.0434493499660401	0.0188718911677776	0	False	0	False	0	1	0.1551760785892436	0.1641230388390098	3	0	False	M5_stagate	-0.1220789200923464	0.3435557576495192	True	True	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.0885969934196938	2	0.0875635590853406	0.0930093069493432	0.0054457478640025	0	False	0	False	0	1	0.0203832008538086	0.0362491130976829	3	0	False	M5_stagate	0.0814104601026213	0.0724087559677327	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	COL1A1	COL1A1	seed_11	0.1394030669805799	2	0.124015961009964	0.1394030669805799	0.0153871059706158	0	False	0	False	0	1	0.2292170104758715	0.2292170104758715	3	0	False	M5_stagate	0.127370038012327	0.1061751659770577	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	EPCAM	EPCAM	seed_11	0.3677695390368629	2	0.3677695390368629	0.4067459153159674	0.0389763762791044	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	2.186160759903687	1.552483087534539	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.0324168903395716	2	-0.0374087094044806	-0.0324168903395716	0.0049918190649089	0	False	0	False	0	1	0.0896273504059556	0.0896273504059556	3	0	False	M5_stagate	-0.0151300048258822	0.0095570064089696	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.0455957645983702	2	-0.0496344715505954	-0.0455957645983702	0.0040387069522251	0	False	0	False	0	1	0.1195586056248808	0.1125148932266951	3	0	False	M5_stagate	-0.0438705077035137	0.0181915411690638	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.2461668145934801	2	-0.2542511935566618	-0.2461668145934801	0.0080843789631817	0	False	0	False	0	1	0.011264123562768	0.0244445012597402	3	0	False	M5_stagate	-0.2352250699603484	0.05500236682457	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	-0.0233290747310614	2	-0.0240558347085259	-0.0233290747310614	0.0007267599774644	0	False	0	False	0	1	-0.0147353665560693	-0.0147353665560693	3	0	False	M5_stagate	-0.0111582888150366	0.0373128667035127	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	COL1A1	COL1A1	seed_11	-0.1485937328007276	2	-0.1675896282006932	-0.1485937328007276	0.0189958953999656	0	False	0	False	0	1	-0.1704026739649817	-0.1150345251311588	3	0	False	M5_stagate	-0.0786788796037543	0.5289891759221357	True	True	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	EPCAM	EPCAM	seed_11	1.034575108616803	2	1.034575108616803	1.1146611798698485	0.0800860712530455	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	2.170649586868351	1.7807502333128062	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.1801473752466331	2	-0.1832293065504269	-0.1801473752466331	0.0030819313037937	0	False	0	False	0	1	-0.0278393858874266	-0.0638389568155433	3	0	False	M5_stagate	-0.147755046103031	0.2378859090577938	True	True	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.2341841171316017	2	-0.239012313506999	-0.2341841171316017	0.0048281963753973	0	False	0	False	0	1	-0.1052413555160332	-0.1052413555160332	3	0	False	M5_stagate	-0.1866342045473059	0.2134813609444195	True	True	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.4364264479700579	2	-0.4449926930681811	-0.4364264479700579	0.0085662450981232	0	False	0	False	0	1	-0.0745213126350458	-0.0745213126350458	3	0	False	M5_stagate	-0.4004535999694363	0.2313247208745821	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	-0.0398873676370029	2	-0.0398873676370029	-0.0384953804682382	0.0013919871687647	0	False	0	False	0	1	-0.0103263075027126	-0.0103263075027126	3	0	False	M5_stagate	-0.0402473672164724	0.0013441353453205	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322957_TR11_206	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	COL1A1	COL1A1	seed_11	-0.1165345514713287	2	-0.1165345514713287	-0.1152219672719754	0.0013125841993533	0	False	0	False	0	1	-0.0535415621918415	-0.0535415621918415	3	0	False	M5_stagate	-0.1206374272973445	0.272351753992031	True	True	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	EPCAM	EPCAM	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.1552016872818851	2	-0.1590134405565875	-0.1552016872818851	0.0038117532747024	0	False	0	False	0	1	-0.0770980293089822	-0.0863349527394738	3	0	False	M5_stagate	-0.2635091237737579	0.2018638444645555	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.1919721091354511	2	-0.1967746078991554	-0.1919721091354511	0.0048024987637043	0	False	0	False	0	1	-0.1857344072379008	-0.1857344072379008	3	0	False	M5_stagate	-0.3674813009809763	0.1677817210207903	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.126717450655647	2	-0.1294757289258921	-0.1259956008291254	0.0034801280967666	0	False	0	False	0	1	-0.0349305543854745	-0.0349305543854745	3	0	False	M5_stagate	-0.2094853574533679	0.1645734618531442	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	-0.0101159199563407	2	-0.0159224426001855	-0.0101159199563407	0.0058065226438448	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	-0.0457220402556008	0.0102027500403087	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	4	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	COL1A1	COL1A1	seed_11	-0.0501255532996101	2	-0.0624076375364186	-0.0501255532996101	0.0122820842368085	0	False	0	False	0	1	0.0138930922135995	0.0236397871797984	3	0	False	M5_stagate	-0.1538795024240915	0.2236086810618607	True	True	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	EPCAM	EPCAM	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.1260126238969658	2	-0.1330604292555066	-0.1260126238969658	0.0070478053585407	0	False	0	False	0	1	-0.0504221047932593	-0.045117158125266	3	0	False	M5_stagate	-0.2492962956603563	0.2129213656851258	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.1976102454466861	2	-0.2021707437244284	-0.1976102454466861	0.0045604982777422	0	False	0	False	0	1	-0.0730075251684062	-0.0739794255256829	3	0	False	M5_stagate	-0.2797830771904257	0.1746191186209436	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.0955701216248308	2	-0.1043565442539178	-0.0955701216248308	0.008786422629087	0	False	0	False	0	1	0.0049180335506689	0.0060203168096202	3	0	False	M5_stagate	-0.1857502973949507	0.1636358964753879	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	-0.016719469017929	2	-0.0177341169439091	-0.016719469017929	0.0010146479259801	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	-0.0223485209431882	0.0315869258057431	True	True	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE311294	GSM9322959_TR11_18105	Official_STAGATE_pyG	Official_STAGATE_pyG	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M5_stagate	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	COL1A1	COL1A1	seed_11	-1.2046475437872353	2	-1.2046475437872353	-0.6709186440222541	0.5337288997649812	0	False	0	False	0	1	0.0914240508148137	0.1551856619669084	3	0	False	M4_spagcn	1.6937929629098765	0.0951351853275723	False	False	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	EPCAM	EPCAM	seed_11	0.6697865525151383	2	0.3840532362671944	0.6697865525151383	0.2857333162479438	0	False	0	False	0	1	0.0419081473015112	0.0	3	0	False	M4_spagcn	-0.5418410132620739	0.0475619421941826	False	False	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.6247243409916394	2	-0.630900851176148	-0.3875512011568389	0.243349650019309	0	False	0	False	0	1	0.0888306584890373	0.0361740348677776	3	0	False	M4_spagcn	0.9594318107622264	0.059534315045751	False	False	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.4947094872364199	2	-0.5077965003570368	-0.3231853615600557	0.1846111387969811	0	False	0	False	0	1	0.120400541284971	0.120400541284971	3	0	False	M4_spagcn	0.8227049517725646	0.0659230684358247	False	False	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.3323770060423698	2	-0.3544639872744695	-0.1846666330481765	0.1697973542262929	0	False	0	False	0	1	-0.0939135769798921	-0.0163549810492876	3	1	True	M4_spagcn	0.4306907076788677	0.0437739533066752	False	False	False
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.0762865465129911	2	0.0118272072550927	0.0762865465129911	0.0644593392578983	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	0.0850108755553795	0.0290850727749413	False	False	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	4	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	0.0	0.0	False	False	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	COL1A1	COL1A1	seed_11	-1.0609958622225264	2	-1.5702013858800457	-0.5568793116807096	1.013322074199336	0	False	0	False	0	1	0.6976484958360348	0.3270238447738327	3	0	False	M4_spagcn	-1.3101558471722257	2.8637372695297234	True	True	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	EPCAM	EPCAM	seed_11	0.8486840004649197	2	0.3882628503043168	1.7255361491611476	1.3372732988568308	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	1.0828078705722142	1.6118535603819253	True	True	True
GSE267401	GSM8265211_CTC21P	Official_SpaGCN_v1_2_7	Official_SpaGCN_v1_2_7	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False	M4_spagcn	0.0	0.0	False	False	True
