panel_id	dataset_id	sample_id	method_id	K	status	wall_time_sec	peak_rss_mb	is_laptop_feasible	is_cloud_required	recommendation	notes
Fig4A	GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	6	success	0.160708	516.418	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	4	success	0.214887	513.129	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	6	success	0.196602	514.105	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	4	success	0.134889	444.84	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	6	success	0.330991	476.711	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	4	success	0.145645	445.746	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	6	success	0.380642	473.715	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	4	success	0.285857	387.555	1	0	local-first	stage3b-full-replication
Fig4A	GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	6	success	0.311708	387.82	1	0	local-first	stage3b-full-replication
Fig4A	GSE311294	GSM9322957_TR11_206	M2_spatial_ward	4	success	0.875904	359.348	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322957_TR11_206	M2_spatial_ward	6	success	0.963381	316.777	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	4	success	0.917088	411.074	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	6	success	0.694977	407.73	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	4	success	0.771176	267.691	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	6	success	0.741704	316.273	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	4	success	0.617314	303.859	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	6	success	0.599144	376.832	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	4	success	0.477929	247.059	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	6	success	0.709047	308.449	1	0	local-first	stage3a-full-replication-m2
Fig4A	GSE267401	GSM8265211_CTC21P	M2_spatial_ward	4	success	0.617182	452.875	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE267401	GSM8265211_CTC21P	M2_spatial_ward	6	success	0.700535	417.781	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE267401	GSM8265212_CTC21M	M2_spatial_ward	4	success	0.46027	384.0	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE267401	GSM8265212_CTC21M	M2_spatial_ward	6	success	0.440637	383.219	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE267401	GSM8265213_CTC17P	M2_spatial_ward	4	success	0.503478	365.684	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE267401	GSM8265213_CTC17P	M2_spatial_ward	6	success	0.458821	366.742	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE267401	GSM8265214_CTC17M	M2_spatial_ward	4	success	0.527485	353.34	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE267401	GSM8265214_CTC17M	M2_spatial_ward	6	success	0.547883	388.32	1	0	local-first	stage3b-full-replication-m2
Fig4A	GSE311294	GSM9322957_TR11_206	M4_spagcn	4	success	11.771358	910.037	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE267401	GSM8265211_CTC21P	M4_spagcn	4	success	19.473299	1133.617	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE311294	GSM9322957_TR11_206	M4_spagcn	4	success	13.934317	820.666	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322957_TR11_206	M4_spagcn	6	success	5.577661	909.611	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322958_TR11_16184	M4_spagcn	4	success	9.83061	1073.822	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322958_TR11_16184	M4_spagcn	6	success	15.365952	1072.898	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322959_TR11_18105	M4_spagcn	4	success	7.520478	843.256	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322959_TR11_18105	M4_spagcn	6	success	9.96046	849.035	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322960_TR11_21723	M4_spagcn	4	success	8.433166	961.641	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322960_TR11_21723	M4_spagcn	6	success	10.390079	965.15	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322961_TR16_23542	M4_spagcn	4	success	8.475588	931.463	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE311294	GSM9322961_TR16_23542	M4_spagcn	6	success	9.290325	935.219	1	0	local-first	stage3a-full-replication-m4
Fig4A	GSE267401	GSM8265211_CTC21P	M4_spagcn	4	success	12.086826	1133.67	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE267401	GSM8265211_CTC21P	M4_spagcn	6	success	12.78043	1256.867	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE267401	GSM8265212_CTC21M	M4_spagcn	4	success	6.115635	912.936	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE267401	GSM8265212_CTC21M	M4_spagcn	6	success	5.777801	919.797	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE267401	GSM8265213_CTC17P	M4_spagcn	4	success	6.294852	876.744	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE267401	GSM8265213_CTC17P	M4_spagcn	6	success	5.837388	883.117	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE267401	GSM8265214_CTC17M	M4_spagcn	4	success	16.496191	1034.314	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE267401	GSM8265214_CTC17M	M4_spagcn	6	success	11.05618	1037.098	1	0	local-first	stage3b-full-replication-m4
Fig4A	GSE311294	GSM9322957_TR11_206	M5_stagate	4	success	77.989576	579.018	1	0	local-first	stagate-smoke
Fig4A	GSE311294	GSM9322957_TR11_206	M5_stagate	4	success	12.042193	506.508	1	0	local-first	stagate-fast-smoke
Fig4A	GSE311294	GSM9322957_TR11_206	M5_stagate	4	success	25.219699	500.855	1	0	local-first	stage3a-full-replication-m5
Fig4A	GSE311294	GSM9322957_TR11_206	M5_stagate	6	success	21.458996	506.104	1	0	local-first	stage3a-full-replication-m5
Fig4A	GSE311294	GSM9322958_TR11_16184	M5_stagate	4	success	27.478966	592.244	1	0	local-first	stage3a-full-replication-m5
Fig4A	GSE311294	GSM9322958_TR11_16184	M5_stagate	6	success	27.435738	592.641	1	0	local-first	stage3a-full-replication-m5
Fig4A	GSE311294	GSM9322959_TR11_18105	M5_stagate	4	success	21.55573	497.836	1	0	local-first	stage3a-full-replication-m5
Fig4A	GSE311294	GSM9322959_TR11_18105	M5_stagate	6	success	26.721354	497.803	1	0	local-first	stage3a-full-replication-m5
Fig4A	GSE267401	GSM8265211_CTC21P	M5_stagate	4	success	33.768376	620.949	1	0	local-first	stage3b-full-replication-m5
Fig4A	GSE267401	GSM8265211_CTC21P	M5_stagate	6	success	30.742506	628.332	1	0	local-first	stage3b-full-replication-m5
Fig4A	GSE267401	GSM8265212_CTC21M	M5_stagate	4	success	25.000438	629.113	1	0	local-first	stage3b-full-replication-m5
Fig4A	GSE267401	GSM8265212_CTC21M	M5_stagate	6	success	22.793022	629.162	1	0	local-first	stage3b-full-replication-m5
Fig4A	GSE267401	GSM8265213_CTC17P	M5_stagate	4	success	21.195688	629.279	1	0	local-first	stage3b-full-replication-m5
Fig4A	GSE267401	GSM8265213_CTC17P	M5_stagate	6	success	22.036185	629.447	1	0	local-first	stage3b-full-replication-m5
