dataset_id	sample_id	method_id	K	seeds	reference_seed	n_spots	n_switch_spots_any_vs_ref	switch_rate_any_vs_ref	mean_diff_rate_vs_ref_across_seeds	marker_epithelial_name	marker_stromal_name	marker_immune_name	n_stable_spots	n_unstable_spots	median_expr_epithelial_stable	median_expr_epithelial_unstable	median_expr_stromal_stable	median_expr_stromal_unstable	median_expr_immune_stable	median_expr_immune_unstable	median_total_marker_signal_stable	median_total_marker_signal_unstable
GSE311294	GSM9322957_TR11_206	BayesSpace	4	11,23,67,101	11	3742	1199	0.3204168893639765	0.1448423303046499	EPCAM	COL1A1	PTPRC	2543	1199	2.1652149713757	1.27584617010169	2.89715639141614	3.17207949353898	0.0	0.0	4.8882410196509	4.34643656353996
