dataset_id	sample_id	method_id	method_label	K	seed_count	spatial_coherence_median	spatial_coherence_iqr	marker_coherence_median	marker_coherence_iqr	stability_ari_median	stability_ari_iqr	failure_rate	status	failure_reason	source_origin
GSE285505	GSM8703565_Tumor24	BayesSpace	BayesSpace	6	5.0	0.887959222927486	0.0134641277168687	0.634466278454302	0.0020337410786482	0.531171035738852	0.336102669464909	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	BayesSpace	BayesSpace	4	5.0	0.933421696574225	0.0021411092985318	0.495636913061783	0.0041433359647626	0.90798882638059	0.009439100079891	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	BayesSpace	BayesSpace	6	5.0	0.904771615008157	0.0129486133768352	0.499939135657442	0.0793622000614486	0.71767491800999	0.131637054899496	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	BayesSpace	BayesSpace	4	5.0	0.883577415492309	0.0324214792299899	1.58391193056905	0.412577326396517	0.460964096439372	0.0941879768076853	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	BayesSpace	BayesSpace	6	5.0	0.819655521783181	0.0327899051303306	1.39411695026178	0.0248071070538312	0.548703730216161	0.142825472178262	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	4	5.0	0.914988492520138	0.0207134637514385	1.65527915340239	0.372406230129441	0.451749166550942	0.464018463865391	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	6	5.0	0.876510356731876	0.0094217491369389	1.68515682924582	0.25304592076197	0.710889702307853	0.0990174799060355	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	4	5.0	0.91487532244196	0.0073564536161268	0.77483427300302	0.0477980691653874	0.608893188866528	0.385629202492096	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	6	5.0	0.872074137766313	0.0054456864431068	0.993347505028838	0.160046488853492	0.494816446669184	0.0812662291884437	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	4	5.0	0.963325183374083	0.0007887057338906	1.37358515604704	0.0004068269382453	0.968284702864948	0.0058553115154946	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	6	5.0	0.909535452322738	0.003628046375897	1.11616778987629	0.0010514745307268	0.927792941878052	0.135389517956473	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	4	5.0	0.916716912873078	0.0062556526982213	0.47725767064699	0.0108899310275592	0.794807041549357	0.405609573337606	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	6	5.0	0.871118480554718	0.0177871570696412	0.577647782460623	0.0058909354274567	0.792234121807121	0.215238171263445	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	3.0	0.868017	0.000124	1.508713	0.000458	0.9997	0.00015	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	3.0	0.689694	0.000355	1.185359	7.6e-05	0.998047	0.000977	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	4	3.0	0.670657	0.00088	0.988235	0.001856	0.989342	0.005282	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	3.0	0.670271	0.002103	1.099447	0.000889	0.946425	0.025452	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	3.0	0.700439	0.001948	0.623759	0.001998	0.931103	0.034349	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	3.0	0.727089	0.00533	0.705955	0.000743	0.962194	0.015498	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	3.0	0.612431	0.00035	0.169399	0.000231	0.987872	0.003522	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	6	3.0	0.516852	0.000263	0.302133	6.8e-05	0.992861	0.00357	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	4	3.0	0.661895	0.001718	0.265533	0.000554	0.984976	0.005726	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	6	3.0	0.576343	0.000668	0.275026	0.000188	0.988659	0.002891	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	4	3.0	0.810419	0.002022	0.661537	0.000258	0.97748	0.011247	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	6	3.0	0.738037	0.000775	0.82449	0.002338	0.994119	0.002941	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	4	3.0	0.792544	9.4e-05	0.545445	0.001949	0.988232	0.005884	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	6	3.0	0.723407	0.000187	0.571883	9.5e-05	0.998882	0.000559	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	4	3.0	0.648755	0.000244	0.277132	0.000889	0.989471	0.005258	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	6	3.0	0.590532	0.000781	0.33447	0.011505	0.897387	0.05124	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	4	3.0	0.725726	0.00029	1.406865	0.000157	0.996707	0.001646	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	3.0	0.677312	0.000178	1.282354	0.000809	0.996762	0.000825	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	4	3.0	0.725556	0.001374	1.009463	0.00094	0.983475	0.008262	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	3.0	0.66399	0.004737	0.974543	0.007062	0.83413	0.082543	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	4	3.0	0.801162	0.000318	0.993546	0.000551	0.99697	0.001515	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	3.0	0.732644	0.00025	0.8157	0.013029	0.952307	0.02335	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	4	3.0	0.865352	1.9e-05	1.499702	6e-05	0.998028	0.000986	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	3.0	0.754661	7.6e-05	1.130968	8.6e-05	0.999224	0.000388	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	4	3.0	0.867295	0.0	0.837092	0.0	1.0	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	3.0	0.759275	0.000712	0.891716	0.002704	0.995125	0.002066	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.868266	0.0	1.509629	0.0	1.0	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.689375	0.000124	1.1855	0.000146	0.998147	0.000927	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.671559	0.000708	0.990284	0.001548	0.986798	0.006591	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.670915	0.002446	1.099443	0.000887	0.916375	0.038376	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.702186	0.000627	0.623717	0.000362	0.981075	0.009431	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.729374	0.001008	0.705726	0.00026	0.994573	0.002706	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.612256	0.00021	0.169288	0.000343	0.976971	0.011514	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.515206	0.001016	0.303325	0.000891	0.990546	0.003235	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.667048	0.000429	0.26893	0.000949	0.980447	0.001096	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.577107	0.01398	0.27533	0.001058	0.853015	0.046549	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.810756	0.002022	0.663085	7.1e-05	0.97748	0.01126	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.737498	0.00128	0.825857	0.001416	0.994909	0.002544	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.793105	0.001286	0.549479	0.002047	0.956109	0.021925	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.724857	0.000561	0.572465	0.000269	0.979893	0.010032	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.648853	0.0	0.276883	0.0	1.0	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.592191	0.00122	0.34075	0.012429	0.925435	0.036121	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.725726	8.9e-05	1.406865	0.0	0.998655	0.000672	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.678024	0.001024	1.281801	0.000386	0.988286	0.005834	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.725627	0.0	1.009016	0.0	1.0	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.663532	0.004508	0.974387	0.007992	0.827783	0.085521	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.800481	0.000522	0.992254	0.000801	0.996095	0.001953	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.73278	0.000159	0.817398	0.00573	0.973752	0.007618	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.865773	0.000229	1.499261	0.000161	0.997521	0.00124	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.754241	0.000382	1.132606	0.000375	0.99651	0.000761	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	3.0	0.86777	0.0	0.836362	0.0	1.0	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	3.0	0.758837	0.00011	0.892803	0.000542	0.999022	0.000489	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	1.0	0.954584	0.0	1.71017	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	1.0	0.935252	0.0	1.246279	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	4	1.0	0.960264	0.0	0.892387	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	6	1.0	0.934732	0.0	0.972389	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	1.0	0.983696	0.0	0.677255	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	1.0	0.963764	0.0	0.551697	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	4	1.0	0.959253	0.0	0.20753	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	6	1.0	0.938932	0.0	0.252745	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	4	1.0	0.938925	0.0	0.358901	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	6	1.0	0.907243	0.0	0.327486	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	4	1.0	0.932673	0.0	0.778444	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	6	1.0	0.914881	0.0	0.778444	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	4	1.0	0.909206	0.0	0.533561	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	6	1.0	0.895219	0.0	0.492213	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	4	1.0	0.912592	0.0	0.396823	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	6	1.0	0.895559	0.0	0.348608	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	4	1.0	0.920052	0.0	1.222034	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	6	1.0	0.889898	0.0	1.005333	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	4	1.0	0.888595	0.0	0.865706	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	6	1.0	0.880776	0.0	1.003709	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	4	1.0	0.944142	0.0	0.57029	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	6	1.0	0.920773	0.0	0.380809	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	4	1.0	0.958658	0.0	1.265169	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	6	1.0	0.941006	0.0	0.970359	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	4	1.0	0.944457	0.0	0.844031	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	6	1.0	0.908341	0.0	0.629938	0.0			0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	3.0	0.977434	0.002683	0.992506	0.122186	0.442546	0.039937	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	6	3.0	0.966738	0.001688	1.114156	0.057145	0.565815	0.032202	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	4	3.0	0.992877	8.6e-05	0.604307	0.008608	0.934074	0.007373	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	6	3.0	0.977429	0.002253	0.783497	0.139539	0.436171	0.128966	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	4	3.0	0.991714	0.002038	0.560813	0.055021	0.661288	0.14108	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	6	3.0	0.986339	0.001277	0.490274	0.030471	0.868676	0.065473	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	4	3.0	0.982447	8.8e-05	0.234975	0.006083	0.775059	0.099339	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	6	3.0	0.97134	0.000753	0.232074	0.004924	0.634665	0.134195	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	4	3.0	0.967888	0.004127	0.232266	0.015641	0.511005	0.058434	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	6	3.0	0.957486	0.000644	0.204384	0.010977	0.509662	0.061556	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	4	3.0	0.969875	0.001483	0.557872	0.035525	0.469809	0.108141	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	6	3.0	0.95498	0.002494	0.618324	0.012416	0.470548	0.065817	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M3_spatial_leiden	spatial Leiden	4	3.0	0.970203	0.001263	0.396995	0.03629	0.352118	0.093186	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703565_Tumor24	M3_spatial_leiden	spatial Leiden	6	3.0	0.95355	0.006806	0.39965	0.067319	0.491149	0.05296	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M3_spatial_leiden	spatial Leiden	4	3.0	0.972279	0.003978	0.325851	0.037674	0.401821	0.134275	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE285505	GSM8703566_Tumor26	M3_spatial_leiden	spatial Leiden	6									failed	Leiden resolution search did not find exact K for this sample	
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	4	3.0	0.976171	0.003986	0.577134	0.009817	0.657914	0.070912	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	6	3.0	0.96566	0.000534	0.606464	0.193795	0.521376	0.083856	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	4	3.0	0.974923	0.000282	0.862355	0.210982	0.483581	0.049105	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	6	3.0	0.969428	0.00243	0.62291	0.079416	0.480911	0.083318	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	4	3.0	0.978265	0.002564	0.625716	0.137425	0.483733	0.065775	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	6	3.0	0.965877	0.003721	0.47318	0.055211	0.46257	0.114028	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	4	3.0	0.979444	0.002636	0.893023	0.074634	0.521588	0.067007	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	6	3.0	0.967981	0.002121	0.992572	0.034709	0.731121	0.030713	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	4	3.0	0.981157	0.001278	1.083209	0.044169	0.594553	0.094666	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	6	3.0	0.968266	0.003013	0.636989	0.023231	0.457588	0.066427	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	4	2.0	0.869865	0.002345	1.39413	0.087274	0.885482	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	6	2.0	0.755757	0.062829	1.175274	0.004246	0.396243	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	4	2.0	0.722322	0.028021	0.888607	0.001245	0.461993	0.0	0.0	success		results/benchmarks/method_benchmark_locked.tsv
