dataset_id	sample_id	method_id	method_label	K	reference_id	alternative_id	n_switching	n_stable	median_gradient_switching	median_gradient_stable	median_delta_switching_minus_stable	pvalue_mannwhitney_spot_level	status	fdr_bh
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	5	4357	0.0	0.0	0.0	0.05439647659659386	success	0.14486261941795428
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	7	4355	0.0	0.0	0.0	0.7837832570075989	success	0.9438341292706165
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_23	0	4564					not_evaluable_no_switching	
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	seed_11	seed_37	0	4564					not_evaluable_no_switching	
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_23	0	4564					not_evaluable_no_switching	
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	seed_11	seed_37	2	4562	0.4999504089355469	0.0	0.4999504089355469	0.05595243722200394	success	0.14521799821938788
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	742	3948	4.503726005554199	4.428531646728516	0.0751943588256836	0.6866471171379089	success	0.8619444957146278
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	215	4475	7.5722808837890625	4.286879539489746	3.2854013442993164	5.3343133004091214e-06	success	4.2414295998374964e-05
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	741	3949	6.034494876861572	4.187184810638428	1.8473100662231445	7.745606853859499e-05	success	0.00042797759904376214
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	172	4518	6.469311714172363	4.33476448059082	2.134547233581543	0.0007949408027343452	success	0.0035020365093431966
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	1579	2305	1.8025953769683838	1.9997997283935547	-0.1972043514251709	0.40371331572532654	success	0.6388861210022158
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	1490	2394	1.5809699296951294	1.9997997283935547	-0.4188297986984253	0.0009867931948974729	success	0.004232823441270739
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	1516	2368	1.9997997283935547	1.580977201461792	0.4188225269317627	0.012433036230504513	success	0.04053169811144471
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	1255	2629	1.8026063442230225	1.9997987747192383	-0.19719243049621582	0.866492509841919	success	0.9842388787751414
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	495	3226	0.4999504089355469	2.061344861984253	-1.561394453048706	0.0	success	0.0
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	753	2968	0.9998998641967773	2.1211154460906982	-1.121215581893921	0.0	success	0.0
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	693	3028	1.5809844732284546	1.9997997283935547	-0.4188152551651001	0.010623841546475887	success	0.03607679525157437
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	489	3232	0.9999008178710938	1.999800205230713	-0.9998993873596191	6.545745370689504e-30	success	1.7782608257039819e-28
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	533	4224	7.76131010055542	9.11259651184082	-1.3512864112854004	1.9680979335134907e-07	success	1.8331426466439943e-06
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	1512	3245	7.406979084014893	9.82245922088623	-2.415480136871338	1.0030252394832457e-25	success	2.0436639254471132e-24
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	872	3885	7.499251842498779	9.299614906311035	-1.8003630638122559	2.3469684529153767e-11	success	3.0604468626016514e-10
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	1537	3220	9.008493423461914	8.936233520507812	0.07225990295410156	0.6630255579948425	success	0.8619444957146278
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	666	2827	0.0	0.0	0.0	0.22342827916145325	success	0.4162149657521929
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	211	3282	0.0	0.0	0.0	0.12631715834140778	success	0.27823914607634415
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	1377	2116	0.0	0.0	0.0	0.0004822764312848449	success	0.002312089949983227
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	638	2855	0.0	0.0	0.0	0.001311152707785368	success	0.005479945932538846
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	316	2157	0.0	0.0	0.0	0.02564956434071064	success	0.07465855334885418
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	222	2251	0.0	0.0	0.0	0.3336330056190491	success	0.5694469101141885
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	630	1843	0.0	0.0	0.0	9.598565156920813e-06	success	7.111664184445875e-05
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	589	1884	0.0	0.0	0.0	9.767634037416428e-05	success	0.0005307081160329592
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	827	2736	0.0	0.0	0.0	1.5804473150637932e-05	success	0.0001010246715119209
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	668	2895	0.0	0.0	0.0	0.0022807414643466473	success	0.009179280461444532
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	1201	2362	0.0	0.0	0.0	0.21102041006088257	success	0.40205816508725634
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	737	2826	0.0	0.0	0.0	0.0007162655238062143	success	0.0031986652159017243
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	1030	2385	0.0	0.0	0.0	0.003824898973107338	success	0.014499035642244095
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	858	2557	0.0	0.0	0.0	6.374771146511193e-07	success	5.616690253412565e-06
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	1525	1890	0.0	0.0	0.0	3.233351407157504e-18	success	4.791238903333392e-17
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	1641	1774	0.0	0.0	0.0	3.7690185727358936e-21	success	7.227647380658243e-20
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	1260	2482	4.553481101989746	4.161555290222168	0.3919258117675781	0.004536791704595089	success	0.016999932134459758
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	1362	2380	4.366376876831055	4.257203578948975	0.10917329788208008	0.5188058614730835	success	0.7550478162510055
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	1509	2233	4.233939170837402	4.330115795135498	-0.0961766242980957	0.2990990877151489	success	0.527061095108857
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	884	2858	4.411223411560059	4.247051239013672	0.16417217254638672	0.15293444693088531	success	0.3195937801247988
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	1121	3611	4.703413486480713	4.598855018615723	0.10455846786499023	0.3579135835170746	success	0.5863685832550777
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	1064	3668	4.587667942047119	4.6403093338012695	-0.05264139175415039	0.46706441044807434	success	0.7049212861392233
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	691	4041	4.904886245727539	4.596306800842285	0.3085794448852539	0.0357874259352684	success	0.09971539192220084
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	692	4040	4.645620346069336	4.6267547607421875	0.018865585327148438	0.6265465021133423	success	0.8336904477099983
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	1098	2575	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	1054	2619	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	880	2793	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	1299	2374	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	362	4000	0.0	0.0	0.0	0.861702024936676	success	0.9823987471473801
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	205	4157	0.0	0.0	0.0	0.19763585925102234	success	0.38812825370983906
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	1068	3294	0.49994969367980957	0.0	0.49994969367980957	1.3009779650019482e-05	success	8.835808678971564e-05
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	585	3777	0.0	0.0	0.0	0.011892211623489857	success	0.039559806012833605
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	393	4171	0.0	0.0	0.0	0.00031349214259535074	success	0.0015722836690166822
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	708	3856	0.0	0.0	0.0	0.8618590235710144	success	0.9823987471473801
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	714	3850	0.0	0.0	0.0	0.16607853770256042	success	0.33838502056896685
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	987	3577	0.0	0.0	0.0	0.30521681904792786	success	0.5325781091011782
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	1596	3094	7.5546674728393555	3.041076421737671	4.5135908126831055	1.471061716007658e-37	success	5.994576492731207e-36
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	74	3810	1.6512231826782227	1.9997978210449219	-0.3485746383666992	0.4934799075126648	success	0.72793868710013
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	59	3825	1.9998016357421875	1.9997940063476562	7.62939453125e-06	0.013265501707792282	success	0.042817361947923606
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	1585	2299	1.9997997283935547	1.80259370803833	0.1972060203552246	0.10536839812994003	success	0.24712300568604642
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	1635	2249	1.5809811353683472	1.9997997283935547	-0.4188185930252075	2.1967682073409378e-07	success	1.989295654425405e-06
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	616	3105	0.49994897842407227	2.061354875564575	-1.561405897140503	0.0	success	0.0
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	715	3006	0.4999504089355469	2.121109962463379	-1.621159553527832	0.0	success	0.0
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	299	3422	1.5809807777404785	1.9997997283935547	-0.41881895065307617	0.24139758944511414	success	0.4371978564394845
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	554	4203	8.132787704467773	9.012975692749023	-0.88018798828125	0.8208292722702026	success	0.9613679974104586
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	574	4183	8.360251426696777	8.999099731445312	-0.6388483047485352	0.5597578883171082	success	0.7831805647698595
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	206	4551	10.010862350463867	8.859139442443848	1.1517229080200195	0.10801535844802856	success	0.2515214775289808
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	855	2638	0.0	0.0	0.0	0.1380545049905777	success	0.2960905830718969
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	668	2825	0.0	0.0	0.0	0.0033657229505479336	success	0.012908537433866192
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	1068	2425	0.0	0.0	0.0	0.029098981991410255	success	0.08248928807999777
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	743	1730	0.0	0.0	0.0	0.21802787482738495	success	0.4084890068605028
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	467	2006	0.0	0.0	0.0	0.7984704971313477	success	0.9500050440321873
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	1042	1431	0.0	0.0	0.0	3.028973333130125e-05	success	0.00017953551029098558
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	850	1623	0.0	0.0	0.0	1.0841888979484793e-05	success	7.683599581113135e-05
GSE285505	GSM8703565_Tumor24	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	796	2767	0.0	0.0	0.0	8.897834959498141e-06	success	6.745800457666033e-05
GSE285505	GSM8703565_Tumor24	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	1658	1905	0.0	0.0	0.0	2.8762451620423235e-05	success	0.00017363998570848102
GSE285505	GSM8703566_Tumor26	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	1263	2152	0.0	0.0	0.0	4.909029294175582e-10	success	5.518426034142206e-09
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	594	3148	4.0879926681518555	4.350075721740723	-0.2620830535888672	0.07119806110858917	success	0.17583763576818234
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	970	2772	4.233337879180908	4.309415817260742	-0.07607793807983398	0.608207106590271	success	0.8280583078662554
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	1408	2334	4.122990608215332	4.4009199142456055	-0.27792930603027344	0.028537116944789886	success	0.08160614143860967
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	1095	3637	4.496100902557373	4.674910545349121	-0.17880964279174805	0.031125323846936226	success	0.08747289288018284
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	1290	3442	4.639029502868652	4.630237579345703	0.008791923522949219	0.9951190948486328	success	1.0
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	1375	2298	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	801	2872	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	1157	3205	1.499849557876587	0.0	1.499849557876587	0.0	success	0.0
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	1109	3253	0.9998998641967773	0.0	0.9998998641967773	3.498094691702949e-35	success	1.0367080631774195e-33
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	701	3661	0.4999501705169678	0.0	0.4999501705169678	8.965785980308283e-08	success	8.857109786607577e-07
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	754	3810	0.0	0.0	0.0	1.726453531007655e-18	success	2.6801135767071216e-17
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	704	3860	0.0	0.0	0.0	3.797654693125427e-20	success	6.877974610882718e-19
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	1086	3478	0.0	0.0	0.0	2.66411765944967e-19	success	4.571065036739961e-18
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	1747	2817	0.0	0.0	0.0	0.0	success	0.0
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	398	4292	1.5809868574142456	5.047968864440918	-3.466981887817383	1.1323996220160572e-27	success	2.4610818451815642e-26
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	275	4415	1.580977201461792	4.981128215789795	-3.400151014328003	1.1761830212406829e-29	success	2.7388261780318757e-28
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	1813	2877	6.013264179229736	3.7627882957458496	2.2504758834838867	1.653887096719764e-11	success	2.3442051892636655e-10
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	857	3833	5.404440402984619	4.271572113037109	1.1328682899475098	0.007352697197347879	success	0.025773970820810847
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	950	2934	1.9997978210449219	1.9997978210449219	0.0	0.4145565629005432	success	0.652876519350614
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	957	2927	1.9997997283935547	1.9997978210449219	1.9073486328125e-06	0.9363101124763489	success	1.0
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	445	3439	1.9997997283935547	1.8026041984558105	0.19719552993774414	0.1920386254787445	success	0.37942176912770126
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	525	3359	1.9997999668121338	1.8025978803634644	0.19720208644866943	0.0782274603843689	success	0.19174550440078392
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	1309	2412	1.9997997283935547	1.9997997283935547	0.0	0.27634403109550476	success	0.4949898578963437
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	1474	2247	1.9997997283935547	1.9997997283935547	0.0	0.10511473566293716	success	0.24712300568604642
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	418	3303	1.4998496770858765	1.9997997283935547	-0.4999500513076782	1.1410801470379539e-10	success	1.3777486219791593e-09
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	272	3449	1.4998531341552734	1.9997997283935547	-0.49994659423828125	0.013963409699499607	success	0.044628152568988944
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	2006	2751	9.054481506347656	8.744842529296875	0.30963897705078125	0.9497060775756836	success	1.0
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	1616	3141	8.761560440063477	9.01297664642334	-0.2514162063598633	0.04234600067138672	success	0.11600669091489135
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	1687	3070	9.012981414794922	8.845020294189453	0.16796112060546875	0.9621673822402954	success	1.0
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	1503	1990	0.0	0.0	0.0	0.06451820582151413	success	0.16179180844472005
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	1237	2256	0.0	0.0	0.0	0.5478904843330383	success	0.769880594364528
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	1827	1666	0.0	0.0	0.0	0.34155893325805664	success	0.5782138297594891
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	234	2239	0.0	0.0	0.0	0.13390086591243744	success	0.28908398865863977
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	239	2234	0.0	0.0	0.0	0.1214837059378624	success	0.27561492131402093
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	988	1485	0.0	0.0	0.0	2.0292935734578244e-11	success	2.756457103946878e-10
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	644	1829	0.0	0.0	0.0	5.9384925407357514e-05	success	0.0003337842359103198
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	1176	2387	0.0	0.0	0.0	0.0867539644241333	success	0.21105815225572727
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	900	2663	0.0	0.0	0.0	0.0027026270981878042	success	0.010642911778785378
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	1184	2379	0.0	0.0	0.0	0.488464891910553	success	0.7244193616238508
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	1227	2336	0.0	0.0	0.0	0.011295733973383904	success	0.037962982219826316
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	964	2451	0.0	0.0	0.0	0.0009036673582158983	success	0.003927940783711771
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	1012	2403	0.0	0.0	0.0	3.135614679194987e-05	success	0.0001825375688245653
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	941	2474	0.0	0.0	0.0	0.9956762790679932	success	1.0
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	928	2487	0.0	0.0	0.0	0.5920861959457397	success	0.8110088230181141
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	162	3580	3.791891574859619	4.313300132751465	-0.5214085578918457	0.12381991744041443	success	0.27694944003406835
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	125	3617	4.1798882484436035	4.286000728607178	-0.10611248016357422	0.45343509316444397	success	0.6981835803895626
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	245	3497	4.123640060424805	4.293294429779053	-0.16965436935424805	0.9016584157943726	success	1.0
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	242	3500	4.3817138671875	4.275239944458008	0.10647392272949219	0.6874403953552246	success	0.8619444957146278
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	152	4580	4.226269245147705	4.637085437774658	-0.4108161926269531	0.2152937799692154	success	0.4056981056067296
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	121	4611	4.466231346130371	4.633930683135986	-0.16769933700561523	0.8877975344657898	success	1.0
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	1085	3647	4.993563175201416	4.537443161010742	0.45612001419067383	1.3466858945321292e-05	success	8.959583706479064e-05
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	818	3914	5.0025482177734375	4.572072505950928	0.43047571182250977	0.0005615581176243722	success	0.002578421779514723
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	960	2713	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	1090	2583	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	908	2765	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	1185	2488	0.0	0.0	0.0	1.0	success	1.0
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	306	4056	0.4999504089355469	0.0	0.4999504089355469	8.62406159285456e-06	success	6.693914474453777e-05
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	174	4188	0.9999001026153564	0.0	0.9999001026153564	1.8877993568366946e-07	success	1.810066442143419e-06
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	530	3832	0.0	0.0	0.0	0.5374098420143127	success	0.7612732014098724
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	356	4006	0.0	0.0	0.0	0.13130725920200348	success	0.2870733380317688
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	208	4356	0.0	0.0	0.0	0.22939035296440125	success	0.4206565770875202
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	93	4471	0.0	0.0	0.0	0.3490854799747467	success	0.578303888969615
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	394	4170	0.0	0.0	0.0	0.2034711241722107	success	0.394513683459338
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	189	4375	0.0	0.0	0.0	0.10045158863067627	success	0.24078836686470928
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	4	seed_11	seed_23	544	4146	5.213587760925293	4.369983673095703	0.8436040878295898	0.16526274383068085	success	0.33838502056896685
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	4	seed_11	seed_37	548	4142	4.580661773681641	4.440279483795166	0.1403822898864746	0.6181837916374207	success	0.8318316853095474
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	6	seed_11	seed_23	1692	2998	5.320888519287109	4.019539833068848	1.3013486862182617	1.0602230759104714e-05	success	7.680727172151414e-05
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	6	seed_11	seed_37	1377	3313	4.301526069641113	4.4995574951171875	-0.19803142547607422	0.3714142143726349	success	0.6054051694273949
