dataset_id	sample_id	method_id	method_label	K	feature_type	feature_id	reference_id	reference_delta	reference_ci_lower	reference_ci_upper	reference_interval_excludes_zero	n_alternatives	n_opposite_sign_alternatives	opposite_sign_alternative_ids	n_interval_supported_opposite_sign_alternatives	interval_supported_opposite_sign_alternative_ids	any_opposite_sign_point_estimate	any_interval_supported_opposite_sign_estimate	reference_interval_includes_zero_among_point_changes	reference_and_alternative_intervals_include_zero	evidence_class	interpretation_note
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.861782428883711	0.7913952258585728	0.9262414543831576	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.3499432581485087	0.3184406238426939	0.3819381550988661	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	signature	SIG_MY_SPP1	seed_11	0.2434574372032468	0.2191990901308801	0.2657583081722756	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	signature	SIG_TCELL	seed_11	0.1365211928678505	0.124980481605702	0.1513771259691666	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	gene	COL1A1	seed_11	0.7967644838351065	0.5516795419818965	1.0699934768168469	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	gene	EPCAM	seed_11	-0.0578744874422656	-0.0975070315273931	-0.002638849830395	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	gene	SPP1	seed_11	0.0	0.0	0.31616694852043	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	signature	SIG_CAF_FAP	seed_11	0.3289962047034162	0.2110274551978146	0.4576240861597837	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	signature	SIG_CYTOTOX	seed_11	-0.0363658441094622	-0.0784887864594729	-0.0117449421462952	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.4091600542030578	0.2706191802763599	0.5285169719083979	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.1652071225658523	0.1160840134295779	0.2531679577765791	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	signature	SIG_MY_SPP1	seed_11	0.0661003057980959	0.0377714252507314	0.0940994326932045	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	4	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	gene	COL1A1	seed_11	0.493081221110758	0.3906682095716651	0.6367936557457667	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	gene	EPCAM	seed_11	-0.0930044050463725	-0.1305697707818126	-0.0514102236285948	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	gene	SPP1	seed_11	0.0	-0.1689226214074683	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	signature	SIG_CAF_FAP	seed_11	0.2115733344990101	0.165828236556922	0.2657671075664105	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	signature	SIG_CYTOTOX	seed_11	-0.0437389902164802	-0.0565208183716512	-0.0260996251459866	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.2448073005602815	0.1858974621631969	0.3257668043315851	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.1349512943854137	0.1016490519553896	0.1704541687393214	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	signature	SIG_MY_SPP1	seed_11	0.0367895267336566	0.0135141661342865	0.0593226576290309	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	BayesSpace	BayesSpace	6	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	gene	COL1A1	seed_11	0.1588626893530056	0.0608250160339679	0.2611019823047152	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	gene	EPCAM	seed_11	-0.0603709023453076	-0.0869177407876972	-0.0290970972353655	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	gene	SPP1	seed_11	0.0	-0.204466657037828	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_CAF_FAP	seed_11	0.0629214618316116	0.0288917830784449	0.1074521948991267	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_CYTOTOX	seed_11	-0.0141973751519667	-0.0283597974608514	-0.0024780591417082	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.0605467305766734	0.0086913304983746	0.1099548717637646	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.0488791280620194	0.0222718758254532	0.0763159289163318	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_MY_SPP1	seed_11	0.0115895440960997	-0.0105719435588797	0.0311815357088415	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	gene	COL1A1	seed_11	0.5844582128240138	0.4963018089220856	0.6577725055771759	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	gene	EPCAM	seed_11	-0.0890796700399736	-0.1173738062431322	-0.0618779579755866	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	gene	SPP1	seed_11	0.2715555672801022	0.0	0.3493444995574841	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_CAF_FAP	seed_11	0.2581677767302373	0.2167899028449248	0.3049706604191025	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_CYTOTOX	seed_11	-0.0243743087394852	-0.0322791878078432	-0.0139399349825503	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.3362368081946802	0.2872532351052717	0.3830811093702269	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.1575042261955464	0.1348792747068038	0.1846795674205238	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_MY_SPP1	seed_11	0.0835257479515441	0.0697205349134178	0.0961596224575242	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	COL1A1	seed_11	0.1744563043652156	0.0824521525215617	0.264221724542228	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	EPCAM	seed_11	-0.0569077641983297	-0.0833343901018528	-0.0270094142912767	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	SPP1	seed_11	0.0	-0.2110718263587308	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_CAF_FAP	seed_11	0.0696589958533229	0.035009127336188	0.1046054475086935	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_CYTOTOX	seed_11	-0.0129282339118977	-0.0266185625639718	-0.0021135428827296	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.0681026016542388	0.020824525443555	0.1189448479168567	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.0515108175867488	0.0234580932917689	0.0793592915753191	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_MY_SPP1	seed_11	0.0119316317729206	-0.0075209648691631	0.0308101975145965	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	COL1A1	seed_11	0.5910774707915925	0.5055330048552643	0.6684493026069858	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	EPCAM	seed_11	-0.0858666328364714	-0.1164801280147418	-0.0598843751077691	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	FAP	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	PTPRC	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	SPP1	seed_11	0.2710955490459348	0.0	0.3526418059044914	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_CAF_FAP	seed_11	0.2628341083640257	0.2178749429909086	0.3058024397943428	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_CYTOTOX	seed_11	-0.0251765212728387	-0.0351328343212888	-0.0153046759523598	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_EXCLUSION_CONTRAST	seed_11	0.340693613140803	0.2898501467626267	0.3831107861413501	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_EXCLUSION_TGFB_CXCL12	seed_11	0.1594170933193618	0.1377681315447683	0.1840326196178336	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_MY_SPP1	seed_11	0.0836164332578457	0.0688045518830919	0.095424197147629	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_TCELL	seed_11	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	gene	COL1A1	neighbors_6	-0.3173329868985385	-0.8675919870778991	0.3075535185421058	False	2	2	neighbors_4;neighbors_8	0		True	False	True	False	reference interval includes zero	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	gene	EPCAM	neighbors_6	-0.3606296396366515	-0.4639964476917012	-0.1845315520812075	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	gene	FAP	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	gene	PTPRC	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	gene	SPP1	neighbors_6	0.0	-0.177043925412242	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	signature	SIG_CAF_FAP	neighbors_6	-0.1737267172716258	-0.2747035786717275	-0.0037576698789581	True	2	2	neighbors_4;neighbors_8	2	neighbors_4;neighbors_8	True	True	False	False	reference and alternative intervals exclude zero	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	signature	SIG_CYTOTOX	neighbors_6	-0.1367962300583157	-0.1417266401997772	0.0044547514977515	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	signature	SIG_EXCLUSION_CONTRAST	neighbors_6	-0.1681869345202362	-0.289441850761896	-0.0646255091556838	True	2	2	neighbors_4;neighbors_8	2	neighbors_4;neighbors_8	True	True	False	False	reference and alternative intervals exclude zero	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	signature	SIG_EXCLUSION_TGFB_CXCL12	neighbors_6	-0.0528582677366373	-0.1702337630521798	0.0477659264102324	False	2	2	neighbors_4;neighbors_8	0		True	False	True	False	reference interval includes zero	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	signature	SIG_MY_SPP1	neighbors_6	-0.0153282812964035	-0.1461615892040939	0.0474428983330626	False	2	2	neighbors_4;neighbors_8	0		True	False	True	True	reference and alternative intervals include zero	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	signature	SIG_TCELL	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	gene	COL1A1	neighbors_6	1.2724316587453328	1.0465493218222095	1.530017527643314	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	gene	EPCAM	neighbors_6	-0.277183011531215	-0.3483526117395766	-0.2027587923248641	True	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	gene	FAP	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	gene	PTPRC	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	gene	SPP1	neighbors_6	0.0	0.0	0.0	False	2	0		0		False	False	False	False	no opposite-sign point estimate	Post-review descriptive stratification based on spot-bootstrap intervals; it is not an independent-sample or spatial-dependence-resolved test.
