dataset_id	sample_id	method_id	method_label	K	n_alternatives	median_ari	min_ari	max_ari	n_below_0_60	n_union_switching	union_switching_fraction
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	4	2	1.0	1.0	1.0	0		
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	2	0.9930944498307668	0.9910279801543935	0.9951609195071399	0	18.0	0.003943908851884312
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	2	1.0	1.0	1.0	0		
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	2	0.9995111604436422	0.9990223208872843	1.0	0	2.0	0.00043821209465381246
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	4	2	0.7352141769556818	0.6982292585568877	0.772199095354476	0	866.0	0.18974583698510078
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	6	2	0.6603602357840387	0.6308277965118914	0.689892675056186	0	1328.0	0.2909728308501315
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	4	2	0.5932834230261375	0.5920139611027448	0.5945528849495301	2	957.0	0.20968448729184924
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	6	2	0.485783190262869	0.419356345006112	0.5522100355196259	2	2351.0	0.5151183172655566
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	4	2	0.9211043126750311	0.894669301766121	0.9475393235839412	0	226.0	0.04951796669588081
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	6	2	0.8647704955774193	0.8181011402241735	0.911439850930665	0	440.0	0.09640666082383874
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	4	2	0.8428951727609548	0.8199069810863739	0.8658833644355358	0	413.0	0.09049079754601227
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	6	2	0.6008272330399059	0.5834265674422956	0.6182278986375163	1	1456.0	0.31901840490797545
