method_id	method_label	sensitivity_factor	n_comparisons	median_ari	q1_ari	q3_ari	fraction_below_0_60
BayesSpace	BayesSpace	random_seed	52	0.7472410483602552	0.5697163992118033	0.8885819814365814	0.28846153846153844
M0_expr_kmeans	expression-only k-means	random_seed	52	0.9948945667694666	0.9879442560679227	0.9989677763712065	0.0
M1_spatial_concat_kmeans	coordinate-augmented k-means	random_seed	52	0.9950771724572436	0.9798750976224007	0.9993401278843954	0.0
M2_spatial_ward	spatial Ward	graph_neighbors	52	0.6062448963436636	0.3982280607830931	0.7031223672879595	0.5
M3_spatial_leiden	spatial Leiden	graph_neighbors	51	0.48931181234096066	0.37869023292293796	0.622679770576768	0.6862745098039216
M3_spatial_leiden	spatial Leiden	random_seed	35	0.5258040383413455	0.46182440563232613	0.6462190131951393	0.6857142857142857
M4_spagcn	SpaGCN-style	random_seed	50	0.6084685327333177	0.4536145796082338	0.8543112207072187	0.5
M5_stagate	STAGATE-style	random_seed	52	0.5723409169346383	0.489403198124395	0.7570729285380989	0.5769230769230769
