dataset_id	sample_id	method_id	method_label	K	sensitivity_factor	reference_setting	alternative_setting	metric_name	metric_value	status	scope	source_file
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.00262999999999991	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.03491999999999995	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.06156600000000001	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.16049799999999992	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.17784600000000006	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.06851800000000008	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.04466300000000001	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.3687340000000001	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.11069099999999998	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	0.0011959999999999749	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.054624000000000006	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.10802	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.004874999999999963	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9997002470488496	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9997002470488496	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9980467753713927	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9893424365281228	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9899684886074922	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9505193282368322	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.8996156225111807	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.926547057513446	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9952457818592992	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9598830682675052	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9908788921288164	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9866973982997028	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9878718126977508	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9928605160533892	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9945533802126169	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9849760443965452	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.988658738326574	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9921500174662172	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9986773723574646	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9774797220647145	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.994118757554618	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.994118757554618	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9882318088770128	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.998882269332491	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.998882269332491	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.98796840385798	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.998485252776395	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.8941730624224348	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.8973868056043279	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9993920741731872	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9993920741731872	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9963123507852548	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9967624063976008	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9946282140317934	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9977145766564308	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.8341301993448184	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9969696539115316	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9969696539115316	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9254647999806748	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.95230667296503	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9980279451466628	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9992242974873528	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.99516091950714	success	all 13 CRC sections	stability_pairwise.tsv
GSE311294	GSM9322961_TR16_23542	M0_expr_kmeans	expression-only k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9910279801543936	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.3241290000000001	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.17889100000000002	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.0018529999999999935	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.1091589999999999	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.0006439999999999779	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.0704229999999999	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.082009	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	0.02718799999999999	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	0.01349800000000001	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.13403700000000002	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.09704999999999997	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	0.013575000000000004	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.006400000000000017	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.08994099999999994	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.127432	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.16277199999999992	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.07325800000000005	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	0.017429000000000028	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.02298599999999995	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.06824799999999998	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	0.023784000000000027	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.06386700000000001	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.05666199999999999	success	all available CRC sections	global_characterization.tsv
GSE285505	GSM8703566_Tumor26	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.07456499999999999	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.12506400000000006	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.04770200000000002	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322957_TR11_206	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.010368999999999962	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.03462899999999991	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.06209500000000001	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322958_TR11_16184	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.17221699999999995	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.174856	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.06770100000000001	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322959_TR11_18105	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.022343000000000002	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	-0.36665499999999995	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.11153199999999996	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322960_TR11_21723	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.0010109999999999841	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_marker_coherence_median_K6_minus_K4	0.05644099999999996	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_spatial_coherence_median_K6_minus_K4	-0.10893300000000006	success	all available CRC sections	global_characterization.tsv
GSE311294	GSM9322961_TR16_23542	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	domain_resolution_K	K4	K6	delta_stability_ari_median_K6_minus_K4	-0.0009780000000000344	success	all available CRC sections	global_characterization.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9981465142275456	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9993256773559772	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9867975117577942	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9851006684817822	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9798227735952072	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265212_CTC21M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9030712906475608	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9810750674152392	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9952453654122796	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9925038721191214	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265213_CTC17P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9945733663948516	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9998002687527872	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9767719457269644	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.993063588827682	success	all 13 CRC sections	stability_pairwise.tsv
GSE267401	GSM8265214_CTC17M	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9865929077251138	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.978456864400192	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9804473171935156	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9342915788721	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703563_Tumor19	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.8530150183790621	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	1.0	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9774797220647145	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9949089795022076	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703564_Tumor20	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9926796531004064	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9549036220646276	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	random_seed	seed_11	seed_37	ARI_to_reference_partition	0.9987530760792244	success	all 13 CRC sections	stability_pairwise.tsv
GSE285505	GSM8703565_Tumor24	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	random_seed	seed_11	seed_23	ARI_to_reference_partition	0.9798925389647986	success	all 13 CRC sections	stability_pairwise.tsv
