dataset_id	sample_id	method_id	method_label	K	reference_id	alternative_id	n_spots	n_switching	switching_fraction	n_reference_boundary	n_alternative_boundary	n_union_boundary	n_switching_in_union_boundary	fraction_switching_in_union_boundary	fraction_stable_in_union_boundary	risk_ratio	odds_ratio	odds_ratio_ci_lower	odds_ratio_ci_upper	jaccard_switching_union_boundary	median_distance_switching_to_reference_boundary	median_distance_stable_to_reference_boundary
GSE311294	GSM9322957_TR11_206	BayesSpace	BayesSpace	4	seed_11	seed_23	3742	701	0.18733297701763763	1013	619	1261	502	0.7161198288159771	0.24958895100295955	2.8691968371928676	7.584457200362816	6.312426523046233	9.112817521775382	0.34383561643835614	0.0	42.96716808807521
GSE311294	GSM9322957_TR11_206	BayesSpace	BayesSpace	4	seed_11	seed_37	3742	1520	0.4061998931052913	1013	1361	1781	837	0.5506578947368421	0.42484248424842486	1.2961460191793042	1.6590658113507208	1.4546482871299333	1.8922095400968661	0.33969155844155846	37.12568400029825	37.12558300561486
GSE311294	GSM9322957_TR11_206	BayesSpace	BayesSpace	6	seed_11	seed_23	3742	885	0.23650454302512025	2018	1696	2346	760	0.8587570621468926	0.5551277563878194	1.546953925948091	4.872433795712484	3.9770341333536963	5.969426033963034	0.3075677863213274	0.0	21.40980717948901
GSE311294	GSM9322957_TR11_206	BayesSpace	BayesSpace	6	seed_11	seed_37	3742	999	0.2669695350080171	2018	1935	2368	880	0.8808808808808809	0.5424717462632155	1.6238281292044732	6.23701093340562	5.077679439891862	7.661040017179519	0.3538399678327302	0.0	21.409837179436952
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	4	seed_11	seed_23	4732	1980	0.4184277261200338	1258	1548	1897	867	0.43787878787878787	0.3742732558139535	1.169944101206237	1.302326433412713	1.157769816196964	1.4649320749582735	0.28803986710963453	37.40915431615632	37.4092409484609
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	4	seed_11	seed_37	4732	200	0.042265426880811495	1258	1226	1445	197	0.985	0.27537511032656664	3.5769391025641024	172.79594017094018	55.150166769239156	541.4024777929254	0.13604972375690608	0.0	37.4092409484609
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	6	seed_11	seed_23	4732	624	0.13186813186813187	1605	1771	2151	504	0.8076923076923077	0.40092502434274585	2.014571948998179	6.275774134790528	5.093986498515576	7.731732505059247	0.22192866578599735	0.0	21.647685927137807
GSE311294	GSM9322958_TR11_16184	BayesSpace	BayesSpace	6	seed_11	seed_37	4732	1096	0.231614539306847	1605	2025	2413	782	0.7135036496350365	0.44856985698569857	1.590618804459223	3.0615229607876064	2.6447130268805297	3.54402263843544	0.28676200953428677	21.573371647704974	21.64771095295076
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	4	seed_11	seed_23	3673	868	0.23631908521644432	1000	1084	1355	486	0.5599078341013825	0.30980392156862746	1.8072974391880066	2.834382662866989	2.424748409189809	3.313220064033491	0.27979274611398963	91.13906565136206	158.58197423337225
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	4	seed_11	seed_37	3673	94	0.0255921589980942	1000	991	1074	94	1.0	0.2738195026543727	3.6520408163265308	501.07649158592557	31.0812987453453	8078.093919986576	0.08752327746741155	0.0	158.03892411522386
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	6	seed_11	seed_23	3673	1039	0.2828750340321263	1312	1419	1815	780	0.7507218479307026	0.3929384965831435	1.91053270284973	4.6526775222427394	3.9613935849688136	5.46459412872333	0.3760848601735776	91.13906565136024	91.45295489971194
GSE311294	GSM9322959_TR11_18105	BayesSpace	BayesSpace	6	seed_11	seed_37	3673	1019	0.27742989381976585	1312	1506	1834	734	0.7203140333660452	0.41446872645064053	1.7379213132304399	3.638392344497608	3.1094663324998235	4.257289655828602	0.3463898065125059	91.13906565136024	91.45295489971791
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	4	seed_11	seed_23	4362	73	0.016735442457588262	536	553	612	71	0.9726027397260274	0.1261366285847517	7.710708226774365	245.94085027726433	60.15286289470738	1005.5531677849003	0.11563517915309446	0.0	392.8801449595703
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	4	seed_11	seed_37	4362	49	0.011233379183860614	536	511	566	49	1.0	0.11987015998145142	8.342359767891683	726.2869565217392	44.72841351591348	11793.236150125022	0.08657243816254417	0.0	392.88014495956617
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	6	seed_11	seed_23	4362	135	0.030949105914718018	1233	1215	1326	135	1.0	0.2817601135557133	3.5491183879093198	690.6349139739824	42.94134617752662	11107.62998504869	0.10180995475113122	0.0	156.71743795287728
GSE311294	GSM9322960_TR11_21723	BayesSpace	BayesSpace	6	seed_11	seed_37	4362	163	0.03736817973406694	1233	1183	1338	163	1.0	0.2798285306025244	3.573617021276596	841.3538919608677	52.35782775536141	13519.972120027705	0.1218236173393124	0.0	156.7174379528784
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	4	seed_11	seed_23	4564	1823	0.39943032427695	1207	1189	1851	970	0.5320899616017554	0.3214155417730755	1.6554580984681175	2.4008207661282275	2.125031009854119	2.7124029364014866	0.35872781065088755	91.04392994993631	182.08785989993956
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	4	seed_11	seed_37	4564	313	0.06858019281332164	1207	1203	1462	302	0.9648562300319489	0.27287697012467654	3.535865374022254	73.15689655172413	39.93305831168728	134.02258027187716	0.20502376103190767	0.0	157.8727135636341
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	6	seed_11	seed_23	4564	569	0.12467134092900964	1760	1907	2173	534	0.9384885764499121	0.4102628285356696	2.2875301177043315	21.93156105639327	15.489758787250764	31.052347359095084	0.2418478260869565	0.0	91.04392994993631
GSE311294	GSM9322961_TR16_23542	BayesSpace	BayesSpace	6	seed_11	seed_37	4564	290	0.0635407537248028	1760	1768	1963	290	1.0	0.3914365933551708	2.554692169754931	903.1798625634897	56.31714148245944	14484.646107158587	0.1477330616403464	0.0	91.04392994992769
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	4690	1	0.00021321961620469082	1637	1637	1637	1	1.0	0.3489016847941992	2.8661369193154034	5.597616865261228	0.22789076868497782	137.4926889362956	0.0006108735491753207	0.0	25.059928172283335
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	4690	1	0.00021321961620469082	1637	1637	1637	1	1.0	0.3489016847941992	2.8661369193154034	5.597616865261228	0.22789076868497782	137.4926889362956	0.0006108735491753207	0.0	25.059928172283335
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	4690	5	0.0010660980810234541	3436	3439	3439	5	1.0	0.7329775880469583	1.364298194525335	4.008298151113699	0.22146995592078994	72.54462123958591	0.0014539110206455365	0.0	0.0
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	4690	0	0.0	3436	3436	3436	0		0.7326226012793177		0.36505165138949514	0.007239163852094742	18.408577413762533	0.0		0.0
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	3884	13	0.0033470648815653965	2727	2729	2736	13	1.0	0.7034358047016275	1.4215938303341902	11.385900495685698	0.6762523017590207	191.70172102992998	0.004751461988304093	0.0	0.0
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	3884	12	0.003089598352214212	2727	2720	2727	12	1.0	0.7011880165289256	1.4261510128913444	10.656416866138832	0.6303833684127386	180.14310991557775	0.0044004400440044	0.0	0.0
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	3884	80	0.02059732234809475	2621	2612	2642	80	1.0	0.6735015772870663	1.4847775175644027	78.06536585365853	4.836868588668516	1259.9476777480854	0.03028009084027252	0.0	0.0
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	3884	163	0.04196704428424305	2621	2604	2665	163	1.0	0.6723998925020156	1.4872102318145484	159.35124875124876	9.916236720671295	2560.731575280844	0.061163227016885556	0.0	0.0
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	3721	89	0.02391830153184628	2662	2624	2702	89	1.0	0.7194383259911894	1.3899732108687333	69.82609527453606	4.329600639979267	1126.1277856130232	0.03293856402664693	0.0	0.0
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	3721	5	0.0013437248051599033	2662	2662	2663	5	1.0	0.7152852529601722	1.398043641835967	4.379725409065262	0.24195535256878906	79.27906721285837	0.001877581674802854	0.0	0.0
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	3721	59	0.01585595270088686	2316	2393	2407	59	1.0	0.6411796832332058	1.5596252129471893	66.60655737704919	4.114443824470442	1078.2583685397983	0.024511840465309513	0.0	0.0
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	3721	17	0.004568664337543671	2316	2315	2326	17	1.0	0.6233801295896328	1.6041576440017322	21.148516995020568	1.27074930030918	351.9653884364548	0.007308684436801376	0.0	0.0
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	4757	22	0.004624763506411604	3832	3829	3836	22	1.0	0.8054910242872229	1.2414787624541164	10.871018482107747	0.6588161964108974	179.3809008979207	0.005735140771637122	0.0	0.0
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	4757	20	0.004204330460374185	3832	3833	3836	20	1.0	0.8055731475617479	1.2413522012578617	9.899515262675227	0.5981614746872936	163.83603187947264	0.005213764337851929	0.0	0.0
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	4757	0	0.0	4295	4295	4295	0		0.9028799663653563		0.10767081829821906	0.002133801727018989	5.43302827353318	0.0		0.0
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	4757	13	0.0027328147992432207	4295	4292	4295	13	1.0	0.9026138279932546	1.1078935077066792	2.915936952714536	0.17305234591810312	49.133620622687324	0.0030267753201396975	0.0	0.0
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	3493	7	0.002004008016032064	2633	2631	2633	7	1.0	0.7532989099254159	1.3274942878903275	4.914334665905197	0.28037091355105265	86.13834046704693	0.002658564375237372	0.0	0.0
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	3493	18	0.005153163469796736	2633	2613	2635	18	1.0	0.7530935251798561	1.3278563240351549	12.135434574976122	0.7305232077358992	201.59355755439177	0.00683111954459203	0.0	0.0
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	3493	16	0.004580589750930432	2978	2975	2980	16	1.0	0.8524590163934426	1.1730769230769231	5.716141001855288	0.34238876905123417	95.43031462051805	0.005369127516778523	0.0	0.0
GSE285505	GSM8703563_Tumor19	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	3493	10	0.0028628685943315204	2978	2979	2981	10	1.0	0.8530002871088143	1.1723325479636486	3.6219081272084805	0.21190119532825577	61.907241540650304	0.0033545790003354577	0.0	0.0
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	2473	1	0.0004043671653861706	1170	1170	1170	1	1.0	0.4728964401294498	2.114627887082977	3.3437366395895682	0.13607473053707272	82.16495943666528	0.0008547008547008547	0.0	131.0
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	2473	25	0.010109179134654266	1170	1177	1189	25	1.0	0.47549019607843135	2.1030927835051547	56.25547445255474	3.4208130108744443	925.1246402015609	0.021026072329688814	0.0	131.0
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	2473	6	0.002426202992317024	1560	1555	1560	6	1.0	0.6299148763680583	1.5875160875160876	7.639433901576069	0.42984508348002015	135.77205504843818	0.0038461538461538464	0.0	0.0
GSE285505	GSM8703564_Tumor20	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	2473	6	0.002426202992317024	1560	1555	1560	6	1.0	0.6299148763680583	1.5875160875160876	7.639433901576069	0.42984508348002015	135.77205504843818	0.0038461538461538464	0.0	0.0
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	3563	0	0.0	1873	1873	1873	0		0.5256806062307045		0.9023218574859888	0.017893185177795215	45.50250424431634	0.0		0.0
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	3563	17	0.0047712601740106655	1873	1869	1882	17	1.0	0.5259447264523407	1.9013404825737263	31.547842401500937	1.8956371375954597	525.0299967494815	0.009032943676939426	0.0	0.0
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	3563	2	0.000561324726354196	2384	2384	2384	2	1.0	0.6689132266217355	1.4949622166246852	2.4753410283315844	0.11873721630003728	51.603982285204886	0.0008389261744966443	0.0	0.0
GSE285505	GSM8703565_Tumor24	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	3563	2	0.000561324726354196	2384	2384	2384	2	1.0	0.6689132266217355	1.4949622166246852	2.4753410283315844	0.11873721630003728	51.603982285204886	0.0008389261744966443	0.0	0.0
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	3415	16	0.004685212298682284	2681	2678	2684	16	1.0	0.7849367461017946	1.2739880059970015	9.046093310848791	0.54204899296471	150.96754214228545	0.005961251862891207	0.0	0.0
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	3415	2	0.0005856515373352855	2681	2680	2681	2	1.0	0.7849399355405802	1.2739828294139603	1.3705915282701997	0.06572514783798405	28.581466899042884	0.0007459903021260724	0.0	0.0
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	3415	166	0.048609077598828695	2892	2892	2952	166	1.0	0.8574946137273007	1.1661880832735103	55.39045397452001	3.44405397323359	890.8403919764381	0.05623306233062331	0.0	0.0
GSE285505	GSM8703566_Tumor26	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	3415	161	0.04714494875549048	2892	2887	2945	161	1.0	0.8555623847572219	1.1688218390804597	54.57766205782008	3.3931548063203474	877.8618618134428	0.05466893039049236	0.0	0.0
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	3742	1	0.0002672367717797969	2456	2456	2456	1	1.0	0.6562416466185512	1.5238289205702646	1.5717776420281002	0.06398093295885238	38.612831069034904	0.00040716612377850165	0.0	0.0
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	3742	1	0.0002672367717797969	2456	2456	2456	1	1.0	0.6562416466185512	1.5238289205702646	1.5717776420281002	0.06398093295885238	38.612831069034904	0.00040716612377850165	0.0	0.0
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	3742	6	0.0016034206306787815	2668	2666	2668	6	1.0	0.7125267665952891	1.4034560480841471	5.246384976525822	0.2952814068213884	93.21465790280885	0.0022488755622188904	0.0	0.0
GSE311294	GSM9322957_TR11_206	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	3742	6	0.0016034206306787815	2668	2668	2668	6	1.0	0.7125267665952891	1.4034560480841471	5.246384976525822	0.2952814068213884	93.21465790280885	0.0022488755622188904	0.0	0.0
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	4732	9	0.0019019442096365174	3004	3006	3010	9	1.0	0.6354012280330299	1.5738087304231922	10.903714809262036	0.6342066468519401	187.46412897415786	0.002990033222591362	0.0	0.0
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	4732	0	0.0	3004	3004	3004	0		0.6348267117497887		0.5753037111000167	0.011409559407262135	29.008513667476752	0.0		0.0
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	4732	4	0.0008453085376162299	3338	3338	3338	4	1.0	0.705160744500846	1.4181163767246552	3.7638326585695006	0.20249780534600403	69.95846822887013	0.0011983223487118035	0.0	0.0
GSE311294	GSM9322958_TR11_16184	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	4732	403	0.08516483516483517	3338	3385	3471	403	1.0	0.7087087087087087	1.4110169491525424	331.76812774971484	20.699019204595853	5317.6476384017315	0.11610486891385768	0.0	0.0
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	3673	4	0.0010890280424720937	1769	1769	1772	4	1.0	0.48187517034614336	2.0752262443438916	9.676844783715012	0.5205980847614767	179.87258829624056	0.002257336343115124	0.0	91.13906565136021
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_37	3673	4	0.0010890280424720937	1769	1769	1772	4	1.0	0.48187517034614336	2.0752262443438916	9.676844783715012	0.5205980847614767	179.87258829624056	0.002257336343115124	0.0	91.13906565136021
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_23	3673	99	0.026953444051184317	2269	2261	2341	99	1.0	0.6273083379966424	1.5941123996431756	118.2463768115942	7.338461374317816	1905.3320465789468	0.04228961982058949	0.0	0.0
GSE311294	GSM9322959_TR11_18105	M0_expr_kmeans	expression-only k-means	6	seed_11	seed_37	3673	62	0.016879934658317452	2269	2268	2319	62	1.0	0.6250346164497369	1.5999113867966328	75.0	4.635522837974996	1213.4553526344503	0.026735661923242778	0.0	0.0
GSE311294	GSM9322960_TR11_21723	M0_expr_kmeans	expression-only k-means	4	seed_11	seed_23	4362	0	0.0	1524	1524	1524	0		0.3493810178817056		1.8619219416202033	0.0369243240804203	93.88806438639858	0.0		90.37769175462421
