dataset_id	sample_id	method_id	method_label	K	feature_type	feature_id	genes_used	reference_id	reference_delta	n_alternatives	minimum_delta	maximum_delta	delta_range	n_sign_state_changes_vs_reference	any_sign_state_change_vs_reference	n_direction_reversals_vs_reference	any_direction_reversal_vs_reference	n_zero_involved_changes_vs_reference	all_partitions_same_direction	reference_block_delta	median_block_delta	n_partitions_with_evaluable_blocks	n_block_direction_reversals_vs_reference	any_block_direction_reversal_vs_reference
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	gene	COL1A1	COL1A1	seed_11	-1.3685089126578478	2	-1.3685089126578478	-1.3391009314609206	0.029407981196927224	0	False	0	False	0	1	0.049714675091373395	0.049714675091373395	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	gene	EPCAM	EPCAM	seed_11	0.5146641693479248	2	0.5146641693479248	0.5349174127152714	0.020253243367346574	0	False	0	False	0	1	0.03549794235041759	0.0015738928113955275	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	gene	SPP1	SPP1	seed_11	0.19446153798064011	2	0.15767758552416655	0.19446153798064011	0.03678395245647356	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.7499434370408169	2	-0.7499434370408169	-0.7081601435591391	0.04178329348167775	0	False	0	False	0	1	0.03100749013015891	0.07065993253911129	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.6758262179987089	2	-0.6758262179987089	-0.6413132026194648	0.034513015379244116	0	False	0	False	0	1	0.10431166548709614	0.08781158583842252	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.3772730469994302	2	-0.3772730469994302	-0.36655031023406814	0.010722736765362062	0	False	0	False	0	1	0.028185443445159886	0.012568747013026016	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.09149044907061621	2	0.07038832719536742	0.09149044907061621	0.02110212187524879	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	BayesSpace	BayesSpace	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	COL1A1	COL1A1	seed_11	1.659128884504944	2	1.659128884504944	1.659128884504944	0.0	0	False	0	False	0	1	0.029002246985121438	0.029002246985121438	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	EPCAM	EPCAM	seed_11	-0.6334016710103265	2	-0.6334016710103265	-0.6334016710103265	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	0.9400948841974484	2	0.9400948841974484	0.9400948841974484	0.0	0	False	0	False	0	1	-0.003912020601239519	-0.003912020601239519	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	0.8289666282062615	2	0.8289666282062615	0.8289666282062615	0.0	0	False	0	False	0	1	-0.0203779233038599	-0.0203779233038599	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	0.4129552218307593	2	0.4129552218307593	0.4129552218307593	0.0	0	False	0	False	0	1	-0.017969483605115466	-0.017969483605115466	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.07772108083582141	2	0.07772108083582141	0.07772108083582141	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	COL1A1	COL1A1	seed_11	-0.23401200697183722	2	-0.23401200697183722	-0.23337641686955868	0.0006355901022785382	0	False	0	False	0	1	0.7206768902849805	0.7206768902849805	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	EPCAM	EPCAM	seed_11	0.625284407349874	2	0.625284407349874	0.6265713282191023	0.0012869208692283252	0	False	0	False	0	1	-0.06466717386285348	-0.06466717386285348	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.09109231375481919	2	-0.10208647998037135	-0.09109231375481919	0.01099416622555216	0	False	0	False	0	1	0.308432477476679	0.308432477476679	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.009563169565531826	2	-0.009563169565531826	-0.008346558300140305	0.0012166112653915206	0	False	0	False	0	1	0.34428927310803603	0.34428927310803603	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.05371501463880979	2	-0.05492190504967642	-0.05371501463880979	0.0012068904108666345	0	False	0	False	0	1	0.18509697720563809	0.18509697720563809	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.14344923872976975	2	0.14344923872976975	0.14468924532198915	0.0012400065922194003	0	False	0	False	0	1	0.04770046684662538	0.04770046684662538	3	0	False
GSE267401	GSM8265211_CTC21P	M0_expr_kmeans	expression-only k-means	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	COL1A1	COL1A1	seed_11	1.659128884504944	2	1.659128884504944	1.659128884504944	0.0	0	False	0	False	0	1	0.029002246985121438	0.029002246985121438	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	EPCAM	EPCAM	seed_11	-0.6334016710103265	2	-0.6334016710103265	-0.6334016710103265	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	0.9400948841974484	2	0.9400948841974484	0.9400948841974484	0.0	0	False	0	False	0	1	-0.003912020601239519	-0.003912020601239519	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	0.8289666282062615	2	0.8289666282062615	0.8289666282062615	0.0	0	False	0	False	0	1	-0.0203779233038599	-0.0203779233038599	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	0.4129552218307593	2	0.4129552218307593	0.4129552218307593	0.0	0	False	0	False	0	1	-0.017969483605115466	-0.017969483605115466	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.07772108083582141	2	0.07772108083582141	0.07772108083582141	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	COL1A1	COL1A1	seed_11	-0.2231028322851074	2	-0.2538817207624997	-0.2231028322851074	0.030778888477392297	0	False	0	False	0	1	0.7206768902849805	0.7206768902849805	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	EPCAM	EPCAM	seed_11	0.6250421426391579	2	0.6239974864806452	0.6265713282191023	0.0025738417384570944	0	False	0	False	0	1	-0.06466717386285348	-0.06466717386285348	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	FAP	FAP	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	PTPRC	PTPRC	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	gene	SPP1	SPP1	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	-0.08932471812854592	2	-0.1133154667657088	-0.08932471812854592	0.023990748637162884	0	False	0	False	0	1	0.308432477476679	0.308432477476679	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	-0.007999003078019484	2	-0.01077978083092379	-0.007999003078019484	0.0027807777529043065	0	False	0	False	0	1	0.3550944520570188	0.34428927310803603	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	seed_11	-0.04775449840332757	2	-0.05799289749758718	-0.04775449840332757	0.01023839909425961	0	False	0	False	0	1	0.18509697720563809	0.18509697720563809	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	seed_11	0.1443811755654417	2	0.14374191997035773	0.14468924532198915	0.0009473253516314173	0	False	0	False	0	1	0.04770046684662538	0.04770046684662538	3	0	False
GSE267401	GSM8265211_CTC21P	M1_spatial_concat_kmeans	coordinate-augmented k-means	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	seed_11	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	COL1A1	COL1A1	neighbors_6	2.5759988556144817	2	0.2805288255021412	2.5759988556144817	2.2954700301123405	0	False	0	False	0	1	0.4542457835589455	0.26785387795222015	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	EPCAM	EPCAM	neighbors_6	-1.0302835954096334	2	-1.0302835954096334	-0.14747151875372966	0.8828120766559038	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	FAP	FAP	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	PTPRC	PTPRC	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	gene	SPP1	SPP1	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	neighbors_6	1.4081625127074258	2	0.12369659137697231	1.4081625127074258	1.2844659213304535	0	False	0	False	0	1	0.256574702140492	0.09001090760895858	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	neighbors_6	1.3215946310846691	2	0.24359280126183203	1.3215946310846691	1.078001829822837	0	False	0	False	0	1	0.2367384089111071	0.16652640376208327	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	neighbors_6	0.7788624326669489	2	0.011194499348386788	0.7788624326669489	0.7676679333185621	0	False	0	False	0	1	-0.02798481620437787	-0.01607869870648454	3	1	True
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	neighbors_6	0.11760743426754261	2	0.032187455842186685	0.13140568744452802	0.09921823160234133	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	4	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	COL1A1	COL1A1	neighbors_6	1.4783297868537764	2	0.8861577974179067	1.9343115232731627	1.048153725855256	0	False	0	False	0	1	-0.022505726084975697	0.1502345140256145	3	2	True
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	EPCAM	EPCAM	neighbors_6	-0.552273134371851	2	-0.7560840872447838	-0.38053049968793573	0.3755535875568481	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	FAP	FAP	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	PTPRC	PTPRC	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	gene	SPP1	SPP1	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	neighbors_6	0.8056505738853248	2	0.5151156884965482	1.047738998633152	0.5326233101366038	0	False	0	False	0	1	0.01803974866555924	0.0651534414977103	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	neighbors_6	0.5823084720032432	2	0.48069825099297336	0.8023619254834291	0.32166367449045574	0	False	0	False	0	1	-0.013607321114257886	0.05565750492266386	3	2	True
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	neighbors_6	0.2523675486292368	2	0.11755315116115717	0.4331812567901733	0.3156281056290161	0	False	0	False	0	1	-0.045982730461008814	-0.016103619318471152	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	neighbors_6	0.07320288718038673	2	0.030991742059981675	0.10838550436036934	0.07739376230038766	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M2_spatial_ward	spatial Ward	6	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	neighbors_6	0.0	2	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	3	0	False
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	gene	COL1A1	COL1A1	seed_11	0.13830631267203897	1	0.13830631267203897	0.32818903953751954	0.18988272686548058	0	False	0	False	0	1	-0.24506192122298498	-0.03393099659663307	2	1	True
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	gene	EPCAM	EPCAM	seed_11	-0.14947548280974932	1	-0.14947548280974932	-0.06295211411352275	0.08652336869622657	0	False	0	False	0	1	-0.03574540642548807	-0.0286113232934323	2	0	False
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	gene	FAP	FAP	seed_11	0.0	1	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	2	0	False
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	gene	PTPRC	PTPRC	seed_11	0.0	1	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	2	0	False
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	gene	SPP1	SPP1	seed_11	0.0	1	0.0	0.0	0.0	0	False	0	False	0	1	0.0	0.0	2	0	False
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	seed_11	0.16537809198895737	1	0.16537809198895737	0.23048188485933085	0.06510379287037349	0	False	0	False	0	1	-0.021344891747363315	0.0553351154613734	2	1	True
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	seed_11	0.0	1	0.0	0.0	0.0	0	False	0	False	0	1	0.02320825018894577	0.011604125094472884	2	0	False
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	seed_11	0.074318070750226	1	0.074318070750226	0.2551606989093411	0.18084262815911512	0	False	0	False	0	1	0.023899132646200583	0.10519507744741755	2	0	False
