dataset_id	sample_id	method_id	method_label	K	expected_replicates	successful_replicates	replicate_ids	invalid_replicates	observed_domain_counts	n_spots	reference_id	status	source_file	failure_reason	failed_replicates
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3742	seed_11	complete	GSE311294_core.tsv		
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4732	seed_11	complete	GSE311294_core.tsv		
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	6	3	1	seed_11		seed_11:6	4732	seed_11	incomplete	GSE311294_core.tsv	Leiden produced 5 clusters (target K=6)	seed_23,seed_37
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3673	seed_11	complete	GSE311294_core.tsv		
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	6	3	1	seed_11		seed_11:6	3673	seed_11	incomplete	GSE311294_core.tsv	Leiden produced 7 clusters (target K=6)	seed_23,seed_37
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4362	seed_11	complete	GSE311294_core.tsv		
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	6	3	2	seed_11,seed_37		seed_11:6;seed_37:6	4362	seed_11	incomplete	GSE311294_core.tsv	Leiden produced 7 clusters (target K=6)	seed_23
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4564	seed_11	complete	GSE311294_core.tsv		
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4564	seed_11	complete	GSE311294_core.tsv		
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4690	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4690	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3884	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3884	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3721	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3721	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4757	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	6	3	2	seed_11,seed_37		seed_11:6;seed_37:6	4757	seed_11	incomplete	GSE267401_deep.tsv	SpaGCN produced 5 clusters (target K=6)	seed_23
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3493	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	6	3	2	seed_11,seed_23		seed_11:6;seed_23:6	3493	seed_11	incomplete	GSE285505_deep.tsv	SpaGCN produced 5 clusters (target K=6)	seed_37
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	2473	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	2473	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3563	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3563	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3415	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3415	seed_11	complete	GSE285505_deep.tsv		
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3742	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3742	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4732	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4732	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3673	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3673	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4362	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4362	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4564	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4564	seed_11	complete	GSE311294_deep.tsv		
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4690	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4690	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3884	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3884	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3721	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3721	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4757	seed_11	complete	GSE267401_deep.tsv		
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4757	seed_11	complete	GSE267401_deep.tsv		
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3493	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3493	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	2473	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	2473	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3563	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3563	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3415	seed_11	complete	GSE285505_deep.tsv		
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3415	seed_11	complete	GSE285505_deep.tsv		
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3742	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3742	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4732	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322958_TR11_16184	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4732	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	3673	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322959_TR11_18105	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	3673	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4362	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322960_TR11_21723	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4362	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	4	3	3	seed_11,seed_23,seed_37		seed_11:4;seed_23:4;seed_37:4	4564	seed_11	complete	GSE311294_deep.tsv		
GSE311294	GSM9322961_TR16_23542	M5_stagate	STAGATE-style	6	3	3	seed_11,seed_23,seed_37		seed_11:6;seed_23:6;seed_37:6	4564	seed_11	complete	GSE311294_deep.tsv		
