dataset_id	sample_id	method_id	method_label	K	partition_id	is_reference	feature_type	feature_id	genes_used	n_boundary	n_interior	median_boundary	median_interior	median_delta_boundary_minus_interior	bootstrap_ci_lower	bootstrap_ci_upper	bootstrap_replicates	pvalue_mannwhitney_spot_level	n_mixed_blocks	block_median_delta	block_interval_lower	block_interval_upper	fdr_bh_within_partition
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_11	True	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2621	1263	0.11359691319396498	0.0	0.11359691319396498	0.10437138373518322	0.12149124626143817	1000	7.397601935790427e-78	31	0.0	-0.33427686291743475	0.21075821812000992	1.3562270215615782e-77
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_23	False	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2612	1272	0.11241752765833093	0.0	0.11241752765833093	0.1037733445484265	0.12000499441081078	1000	6.011260221874866e-73	30	0.0	-0.3527613753418398	0.22842303794654997	1.1020643740103921e-72
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_37	False	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2604	1280	0.11241752765833093	0.0	0.11241752765833093	0.10358259135481876	0.1203551586317604	1000	5.5178338290731433e-70	30	0.0	-0.3588157722844154	0.22842303794654997	8.670881731400654e-70
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_11	True	gene	SPP1	SPP1	2621	1263	3.8964095522730275	3.2197701596010715	0.676639392671956	0.5550691245366647	0.842933346598204	1000	6.5557273039301376e-62	31	0.2410875574822633	-0.4230566992803584	3.7472279954987506	1.0301857191890217e-61
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_23	False	gene	SPP1	SPP1	2612	1272	3.8983501811514785	3.183296168621558	0.7150540125299205	0.5762725869338484	0.8672047714541914	1000	6.30905934901018e-67	30	0.24451009163389092	-0.42400889410018167	3.75020254281194	9.914236119873139e-67
GSE267401	GSM8265212_CTC21M	M0_expr_kmeans	expression-only k-means	6	seed_37	False	gene	SPP1	SPP1	2604	1280	3.8998789905769247	3.1706990365328855	0.7291799540440391	0.5846016939235531	0.8774504674056207	1000	2.6140255838582967e-70	30	0.24451009163389092	-0.42141251042277694	3.75020254281194	4.792380237073544e-70
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	COL1A1	COL1A1	2662	1059	1.23742188847008	1.0785591991170744	0.15886268935300563	0.06082501603396794	0.26110198230471526	1000	7.797399107441043e-05	35	0.00812082102278211	-1.8786171205962963	1.5130854611003386	0.0002859046339395049
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	gene	COL1A1	COL1A1	2624	1097	1.2612198208114263	1.0675811818887775	0.19363863892264876	0.09012811020324099	0.28419152668102526	1000	3.6931888386487506e-06	35	0.059786949889726104	-1.6257637834458438	1.6574070295818613	2.031253861256813e-05
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	gene	COL1A1	COL1A1	2662	1059	1.23742188847008	1.0785591991170744	0.15886268935300563	0.06485674520265663	0.2514454775882983	1000	6.839676378666438e-05	35	0.00812082102278211	-1.8786171205962963	1.5130854611003386	0.0002507881338844361
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	EPCAM	EPCAM	2662	1059	2.721057895309061	2.781428797654369	-0.06037090234530762	-0.0869177407876972	-0.029097097235365597	1000	0.0010082056294040951	35	0.0010517049157932057	-0.2202438113252875	0.5649761494075073	0.0022180523846890093
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	gene	EPCAM	EPCAM	2624	1097	2.719652561615606	2.784751451368526	-0.06509888975292011	-0.09173991669534856	-0.033874801207747086	1000	0.00020670535955941762	35	-0.013182856837789192	-0.2397563892573796	0.5691953746357852	0.0005573243053320723
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	gene	EPCAM	EPCAM	2662	1059	2.720452307148279	2.7825531573366384	-0.06210085018835931	-0.08999734021800851	-0.03017361338890252	1000	0.0007215292198798638	35	0.0010517049157932057	-0.2202438113252875	0.5649761494075073	0.0015873642837357003
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	FAP	FAP	2662	1059	0.0	0.0	0.0	0.0	0.0	1000	0.3194369820161257	35	0.0	0.0	0.0	0.4392258502721728
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	gene	FAP	FAP	2624	1097	0.0	0.0	0.0	0.0	0.0	1000	0.7177399786094925	35	0.0	0.0	0.0	0.8772377516338241
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	gene	FAP	FAP	2662	1059	0.0	0.0	0.0	0.0	0.0	1000	0.3194369820161257	35	0.0	0.0	0.0	0.4392258502721728
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	PTPRC	PTPRC	2662	1059	0.0	0.0	0.0	0.0	0.0	1000	0.9132358940081247	35	0.0	0.0	0.0	0.9132358940081247
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	gene	PTPRC	PTPRC	2624	1097	0.0	0.0	0.0	0.0	0.0	1000	0.92573092933828	35	0.0	0.0	0.0	0.92573092933828
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	gene	PTPRC	PTPRC	2662	1059	0.0	0.0	0.0	0.0	0.0	1000	0.9132358940081247	35	0.0	0.0	0.0	0.9132358940081247
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	2662	1059	0.5599456209597179	0.49702415912810627	0.06292146183161162	0.028891783078444932	0.10745219489912672	1000	7.232493017473644e-05	35	-0.007891206633608316	-0.8945278603099344	0.572480875954622	0.0002859046339395049
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	2624	1097	0.567678047884664	0.49043777416156453	0.0772402737230995	0.041804757326141924	0.11807897721407282	1000	6.247768861652994e-06	35	0.034697116274108986	-0.7784661706907817	0.8347053472340615	2.2908485826060976e-05
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	2662	1059	0.5604058350264047	0.4959923634197209	0.06441347160668381	0.03100216485689169	0.10773144531717667	1000	5.826026516105457e-05	35	-0.007891206633608316	-0.8945278603099344	0.572480875954622	0.0002507881338844361
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	2662	1059	0.13198251975989442	0.14617989491186112	-0.014197375151966701	-0.028359797460851426	-0.002478059141708213	1000	0.00024111844402614264	35	0.0	-0.12393187960944343	0.12870087908802735	0.0006630757210718922
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	2624	1097	0.13191932939033274	0.14617989491186112	-0.014260565521528379	-0.0266192724304161	-0.0020216012686954704	1000	0.0005649717491805535	35	-0.010843385310635834	-0.12034263554916531	0.12930055365421364	0.001035781540164348
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	2662	1059	0.13191932939033274	0.14628607587696021	-0.014366746486627474	-0.02856002669677902	-0.0028348315475568066	1000	0.00021955930884063287	35	0.0	-0.12393187960944343	0.12869372017902203	0.0006037880993117404
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	2662	1059	0.6898820268306545	0.629335296253981	0.06054673057667348	0.008691330498374606	0.10995487176376462	1000	0.0012896308291440869	35	-0.03667551628695831	-1.1201801023132185	0.5418199957386964	0.002364323186764159
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	2624	1097	0.6954561969986179	0.6151091388625775	0.08034705813604048	0.023602681206389226	0.12581789688789768	1000	0.0002533292296963965	35	0.027910515585745754	-1.0931291226723645	0.7398059719757227	0.0005573243053320723
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	2662	1059	0.691025223195747	0.6291630574373953	0.061862165758351684	0.017325307807860686	0.11270426275197373	1000	0.0010701352966702566	35	-0.03667551628695831	-1.1201801023132185	0.5426879217881684	0.001961914710562137
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	2662	1059	0.3175506342143155	0.268671506152296	0.048879128062019495	0.022271875825453282	0.07631592891633186	1000	3.207686754958531e-07	35	0.006348222521659536	-0.6841082842838981	0.4439310946841518	3.5284554304543837e-06
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	2624	1097	0.32082293733932765	0.2662660836261805	0.05455685371314717	0.03139350815186819	0.08291159694690392	1000	7.767537695206195e-08	35	0.03770825713106572	-0.647370688944262	0.6430093656923501	8.544291464726814e-07
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	2662	1059	0.3175506342143155	0.2680362496414937	0.04951438457282181	0.02302055615242702	0.07355622879239784	1000	2.9669351072071717e-07	35	0.010093820827811628	-0.6841082842838981	0.4439310946841518	3.263628617927889e-06
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	2662	1059	0.1446597172840675	0.13307017318796777	0.011589544096099746	-0.010571943558879707	0.031181535708841555	1000	0.43903578545640887	35	-0.018787670784915084	-0.34497604159049367	0.12455189208109722	0.5365992933356108
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	2624	1097	0.14388349870036382	0.13546829970825655	0.00841519899210727	-0.015139851610625405	0.0264972882959269	1000	0.6754201235330164	35	-0.01631191258910876	-0.37330696199218705	0.12629309942108777	0.8772377516338241
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	2662	1059	0.1446597172840675	0.13307017318796777	0.011589544096099746	-0.010321607513337681	0.030367794602079983	1000	0.43151953701885026	35	-0.0210192775156042	-0.34497604159049367	0.12455189208109722	0.5274127674674837
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2662	1059	0.0	0.0	0.0	0.0	0.0	1000	0.006106305157373777	35	0.0	-0.006962577178015603	0.11040949851913223	0.009595622390158792
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2624	1097	0.0	0.0	0.0	0.0	0.0	1000	0.009094632077885129	35	0.0	-0.027444475753921914	0.13074751219361985	0.01429156469381949
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2662	1059	0.0	0.0	0.0	0.0	0.0	1000	0.007460775153368284	35	0.0	-0.007568123167917148	0.11040949851913223	0.011724075241007301
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	SPP1	SPP1	2662	1059	0.0	0.0	0.0	-0.20446665703782804	0.0	1000	0.6730161968090858	35	0.0	-0.8693775385431147	0.289674854930953	0.7403178164899943
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_23	False	gene	SPP1	SPP1	2624	1097	0.0	0.0	0.0	-0.22225710148748615	0.0	1000	0.9107518074505264	35	0.0	-0.9915270351918642	0.3577592912917392	0.92573092933828
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	4	seed_37	False	gene	SPP1	SPP1	2662	1059	0.0	0.0	0.0	-0.20446665703782804	0.0	1000	0.6611839231800272	35	0.0	-0.8693775385431147	0.2895214773988234	0.7273023154980299
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	gene	COL1A1	COL1A1	2316	1405	1.460446444354043	0.8759882315300292	0.5844582128240138	0.49630180892208564	0.6577725055771759	1000	7.120047862627772e-40	36	0.30888624597101	-0.3086713874044439	1.715055180398334	1.9580131622226373e-39
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	gene	COL1A1	COL1A1	2393	1328	1.4270308616033027	0.8845972665012212	0.5424335951020816	0.444915758887496	0.6211096161436647	1000	3.753225734258283e-33	36	0.25120830213887396	-0.3385490905737987	1.5407316176397794	1.0321370769210278e-32
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	gene	COL1A1	COL1A1	2315	1406	1.4710987374217983	0.8702843410664448	0.6008143963553535	0.5101845907752081	0.6772566260334463	1000	3.376243266337439e-42	36	0.30888624597101	-0.3385490905737987	1.715055180398334	9.284668982427957e-42
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	gene	EPCAM	EPCAM	2316	1405	2.7000397880091938	2.7891194580491674	-0.08907967003997364	-0.11737380624313229	-0.061877957975586616	1000	2.43092968043798e-12	36	-0.07469193016075737	-0.39183284373932536	2.122045807242417	3.820032354973968e-12
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	gene	EPCAM	EPCAM	2393	1328	2.7072755945861853	2.786555790985869	-0.07928019639968387	-0.10816950214131665	-0.05038348965289279	1000	1.5648450958804217e-09	36	-0.059761240252337755	-0.3084061346636181	2.074876091763671	2.1516620068355797e-09
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	gene	EPCAM	EPCAM	2315	1406	2.7013558821910606	2.788338260181135	-0.08698237799007424	-0.11929756877680779	-0.057446605906306535	1000	2.1132848141045886e-12	36	-0.07093874791646093	-0.3924053782527509	2.074876091763671	3.320876136450068e-12
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	gene	FAP	FAP	2316	1405	0.0	0.0	0.0	0.0	0.0	1000	1.86659317445604e-07	36	0.0	0.0	0.0	2.0532524919016443e-07
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	gene	FAP	FAP	2393	1328	0.0	0.0	0.0	0.0	0.0	1000	3.963499165862527e-07	36	0.0	0.0	0.0	4.844276758276422e-07
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	gene	FAP	FAP	2315	1406	0.0	0.0	0.0	0.0	0.0	1000	9.142954861687575e-08	36	0.0	0.0	0.0	1.0057250347856331e-07
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	gene	PTPRC	PTPRC	2316	1405	0.0	0.0	0.0	0.0	0.0	1000	0.8155486731871443	36	0.0	0.0	0.0	0.8155486731871444
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	gene	PTPRC	PTPRC	2393	1328	0.0	0.0	0.0	0.0	0.0	1000	0.7504797187624616	36	0.0	0.0	0.0	0.7504797187624616
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	gene	PTPRC	PTPRC	2315	1406	0.0	0.0	0.0	0.0	0.0	1000	0.8117104449890484	36	0.0	0.0	0.0	0.8117104449890484
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	2316	1405	0.6519678365791399	0.3938000598489026	0.25816777673023733	0.21678990284492486	0.30497066041910253	1000	1.187529753366038e-46	36	0.16009053186558958	-0.11645459002629518	0.9378589017585813	4.354275762342139e-46
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	2393	1328	0.6322166665178832	0.3989383420392669	0.2332783244786163	0.1968012590339713	0.2804777541149148	1000	8.885330529676182e-40	36	0.1452456003462173	-0.1175477805704492	0.9205575876409164	3.257954527547933e-39
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	signature	SIG_CAF_FAP	FAP,COL1A1,DCN,COL3A1,LUM	2315	1406	0.6569981244852072	0.3924459258787275	0.2645521986064797	0.21999123361211986	0.30803414485837466	1000	4.384510084996366e-49	36	0.16009053186558958	-0.11434528134101624	0.9378589017585813	1.607653697832001e-48
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	2316	1405	0.12577969706941544	0.15015400580890073	-0.02437430873948529	-0.03227918780784324	-0.013939934982550316	1000	1.562739014758418e-08	36	-0.020880926577608115	-0.12508703511965374	0.12468239560805965	2.1487661452928245e-08
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	2393	1328	0.1253762152250879	0.15271827327840293	-0.02734205805331502	-0.03793551258970923	-0.017926911863437752	1000	7.868435882144423e-11	36	-0.017604617963150618	-0.1197119394703528	0.07192996507297125	1.2364684957655522e-10
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	signature	SIG_CYTOTOX	NKG7,GNLY,GZMB,PRF1,IFNG	2315	1406	0.12542495707333123	0.15060147834617002	-0.025176521272838787	-0.03366335745445569	-0.014337158369338049	1000	2.4036547377620307e-09	36	-0.020880926577608115	-0.12508703511965374	0.07192996507297125	3.305025264422792e-09
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	2316	1405	0.8258895599413014	0.48965275174662115	0.33623680819468027	0.28725323510527173	0.3830811093702269	1000	1.5930854859930364e-50	36	0.22579573712077217	-0.2864420663831004	0.9374127680405737	1.75239403459234e-49
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	2393	1328	0.8057498622198336	0.4935118210944807	0.31223804112535286	0.2580553545446007	0.3599260474696021	1000	7.079657535745891e-44	36	0.13010713355012596	-0.22393375011144254	0.9999881660228476	7.78762328932048e-43
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	signature	SIG_EXCLUSION_CONTRAST	CAF:FAP,COL1A1,DCN,COL3A1,LUM;MY:SPP1,LST1,TYROBP,C1QA,C1QB,C1QC;TCELL:TRAC,CD3D,CD3E,CD247	2315	1406	0.8313483421455945	0.4886171265811756	0.3427312155644189	0.29239983737364134	0.384828854617259	1000	2.22333207900553e-53	36	0.20804764813012097	-0.21430295525610224	0.9374127680405737	2.4456652869060828e-52
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	2316	1405	0.3776802927146193	0.22017606651907284	0.15750422619554644	0.13487927470680383	0.18467956742052383	1000	5.012623928255046e-47	36	0.09411787151299361	-0.07953427299531149	0.7237015583204373	2.7569431605402756e-46
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	2393	1328	0.3674445432400401	0.22164805740373864	0.14579648583630148	0.11970985256309098	0.1701583907536476	1000	3.250826638173468e-40	36	0.07470942613663752	-0.07244342749605061	0.6718634791074456	1.7879546509954075e-39
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	signature	SIG_EXCLUSION_TGFB_CXCL12	TGFB1,CXCL12,ACTA2,TAGLN,FAP,COL1A1	2315	1406	0.3805741162999598	0.21905215073628795	0.16152196556367185	0.13808662798851087	0.18621253112822372	1000	3.1103379020504727e-49	36	0.09411787151299361	-0.07247146028135759	0.7237015583204373	1.607653697832001e-48
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	2316	1405	0.18105661917423	0.09753087122268582	0.08352574795154417	0.06972053491341781	0.09615962245752423	1000	5.605828124493949e-28	36	0.04788528007490697	-0.25726806111581363	0.17692246582137777	1.2332821873886688e-27
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	2393	1328	0.17727227316737357	0.09738598070450083	0.07988629246287274	0.06545837828403048	0.09299389341016162	1000	2.9826837641710833e-25	36	0.03712511891149055	-0.27172049804032267	0.18223446776281385	6.561904281176383e-25
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	signature	SIG_MY_SPP1	SPP1,LST1,TYROBP,C1QA,C1QB,C1QC	2315	1406	0.18221589651761097	0.09697048696943797	0.085245409548173	0.07055396355790383	0.09722117671030699	1000	3.269930060592387e-30	36	0.03493191194430058	-0.2650074054935755	0.17948403906329702	7.193846133303251e-30
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2316	1405	0.0	0.0	0.0	0.0	0.0	1000	7.269399741557783e-08	36	0.0	-0.07787017558519681	0.011639457756991834	8.884821906348401e-08
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2393	1328	0.0	0.0	0.0	0.0	0.0	1000	1.9796033230613777e-06	36	0.0	-0.19048246967009258	0.0	2.1775636553675154e-06
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	signature	SIG_TCELL	TRAC,CD3D,CD3E,CD247	2315	1406	0.0	0.0	0.0	0.0	0.0	1000	4.3104224186351125e-08	36	0.0	-0.07473668386031583	0.011639457756991834	5.268294067220693e-08
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_11	True	gene	SPP1	SPP1	2316	1405	0.2715555672801022	0.0	0.2715555672801022	0.0	0.3493444995574841	1000	3.544095184544747e-16	36	0.0	-0.6775544668932594	0.6915760498899803	6.497507838332036e-16
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_23	False	gene	SPP1	SPP1	2393	1328	0.22779387962750827	0.0	0.22779387962750827	0.0	0.3278659865941795	1000	5.86636438579494e-14	36	0.0	-0.6775544668932594	0.6191738431819223	1.075500137395739e-13
GSE267401	GSM8265213_CTC17P	M0_expr_kmeans	expression-only k-means	6	seed_37	False	gene	SPP1	SPP1	2315	1406	0.2710955490459348	0.0	0.2710955490459348	0.0	0.35262481172998367	1000	1.1501367378172875e-16	36	0.0	-0.6775544668932594	0.7473222112420171	2.1085840193316938e-16
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	COL1A1	COL1A1	3832	925	1.056674685766698	1.2588677743262393	-0.20219308855954132	-0.2718176853766901	-0.13446527635475217	1000	7.316019794855697e-11	36	-0.17072027103807952	-0.9769284966412553	0.2254637691422489	4.0238108871706335e-10
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_23	False	gene	COL1A1	COL1A1	3829	928	1.0549940508493354	1.2634408590481905	-0.20844680819885508	-0.2741247233104178	-0.13967901442482747	1000	1.471263296347617e-11	36	-0.17072027103807952	-0.9769284966412553	0.2254637691422489	8.091948129911895e-11
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_37	False	gene	COL1A1	COL1A1	3833	924	1.0565420520424167	1.2597411111631163	-0.20319905912069958	-0.270173237124766	-0.13660514333984297	1000	2.4940823540729414e-11	36	-0.17072027103807952	-0.9769284966412553	0.2254637691422489	1.3717452947401177e-10
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	EPCAM	EPCAM	3832	925	2.7094084332956943	2.765651784726493	-0.05624335143079895	-0.07946469255482697	-0.029226258612818943	1000	0.0006667817779554768	36	-0.027427232709125393	-0.20978739536359187	0.2733423807316991	0.0010477999367871779
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_23	False	gene	EPCAM	EPCAM	3829	928	2.7094700190062464	2.765301090471123	-0.05583107146487665	-0.07825637533025911	-0.030741727080716853	1000	0.0008425993837418881	36	-0.027427232709125393	-0.20978739536359187	0.2733423807316991	0.0013240847458801097
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_37	False	gene	EPCAM	EPCAM	3833	924	2.7096694761633136	2.7648196659599455	-0.055150189796632	-0.07806984032073282	-0.027931111129973107	1000	0.0008279045822618465	36	-0.027427232709125393	-0.20978739536359187	0.2733423807316991	0.0013009929149829015
GSE267401	GSM8265214_CTC17M	M0_expr_kmeans	expression-only k-means	4	seed_11	True	gene	FAP	FAP	3832	925	0.0	0.0	0.0	0.0	0.0	1000	0.07973838406692851	36	0.0	0.0	0.0	0.0974580249706904
