dataset_id	sample_id	method_id	method_label	K	reference_id	alternative_id	stability_type	ari	below_0_60	n_spots	n_switching	switching_fraction
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.3793119575230733	True	3884	1516	0.3903192584963955
GSE267401	GSM8265212_CTC21M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.398963988563086	True	3884	1255	0.32312049433573636
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.3960202774431143	True	3721	495	0.13302875571083042
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.24822953545794765	True	3721	753	0.20236495565708143
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.6277608355676774	False	3721	693	0.18624025799516258
GSE267401	GSM8265213_CTC17P	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.8395327894596935	False	3721	489	0.13141628594463853
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.865499086622011	False	4757	533	0.11204540676897204
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.21777308360294118	True	4757	1512	0.3178473828042884
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.6661224442408927	False	4757	872	0.18330880807231448
GSE267401	GSM8265214_CTC17M	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.3224327873226747	True	4757	1537	0.32310279587975616
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.48815539227949284	True	3493	666	0.19066704838247925
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.818792794424627	False	3493	211	0.060406527340395075
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.37989785173642004	True	3493	1377	0.3942170054394503
GSE285505	GSM8703563_Tumor19	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.6879833375446105	False	3493	638	0.18265101631835098
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.6610791553899102	False	2473	316	0.12778002426202992
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.7385401407005663	False	2473	222	0.08976951071572989
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.46905871876134764	True	2473	630	0.2547513141932875
GSE285505	GSM8703564_Tumor20	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.5079814322820538	True	2473	589	0.2381722604124545
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.5651828381030083	True	3563	827	0.23210777434746
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.6165382615429165	False	3563	668	0.18748245860230142
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.44489231693615844	True	3563	1201	0.33707549817569465
GSE285505	GSM8703565_Tumor24	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.6279528813776113	False	3563	737	0.2068481616615212
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.5308956435369189	True	3415	1030	0.30161054172767204
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.5304975032288598	True	3415	858	0.25124450951683747
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.3784062537407307	True	3415	1525	0.4465592972181552
GSE285505	GSM8703566_Tumor26	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.39000276673591555	True	3415	1641	0.48052708638360175
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.3861590971968506	True	3742	1260	0.3367183324425441
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.3699082775525228	True	3742	1362	0.3639764831640834
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.38147582155159515	True	3742	1509	0.4032602886157135
GSE311294	GSM9322957_TR11_206	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.5959515311444108	True	3742	884	0.23623730625334047
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.619083028217888	False	4732	1121	0.23689771766694845
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.6561475214736123	False	4732	1064	0.22485207100591717
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.7269928265355268	False	4732	691	0.14602704987320372
GSE311294	GSM9322958_TR11_16184	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.7193739240564353	False	4732	692	0.14623837700760778
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.39909447363660666	True	3673	1098	0.2989381976585897
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.4241081316671164	True	3673	1054	0.28695888919139667
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.5429198245240935	True	3673	880	0.2395861693438606
GSE311294	GSM9322959_TR11_18105	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.4446860102230561	True	3673	1299	0.3536618567928124
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.7875741919089441	False	4362	362	0.08298945437872536
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.8732631905372084	False	4362	205	0.04699679046309033
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.6453805325748213	False	4362	1068	0.24484181568088034
GSE311294	GSM9322960_TR11_21723	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.7673628512904238	False	4362	585	0.13411279229711143
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_4	graph_specification_ari	0.772199095354476	False	4564	393	0.08610867659947415
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	4	neighbors_6	neighbors_8	graph_specification_ari	0.6982292585568877	False	4564	708	0.1551270815074496
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_4	graph_specification_ari	0.689892675056186	False	4564	714	0.15644171779141106
GSE311294	GSM9322961_TR16_23542	M2_spatial_ward	spatial Ward	6	neighbors_6	neighbors_8	graph_specification_ari	0.6308277965118914	False	4564	987	0.21625766871165644
GSE267401	GSM8265211_CTC21P	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.4493370378675408	True	4690	1596	0.3402985074626866
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.9251745792410169	False	3884	74	0.01905252317198764
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.9399215607756264	False	3884	59	0.015190525231719876
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	seed_pair_ari	0.4361706676916613	True	3884	1585	0.4080844490216272
GSE267401	GSM8265212_CTC21M	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	seed_pair_ari	0.3867909139058372	True	3884	1635	0.4209577754891864
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.6612883099282038	False	3721	616	0.16554689599570008
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.6311497164620749	False	3721	715	0.19215264713786617
GSE267401	GSM8265213_CTC17P	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	seed_pair_ari	0.8760503333396004	False	3721	299	0.08035474334856221
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.7750585700813207	False	4757	554	0.11645995375236494
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.7704503365505977	False	4757	574	0.12066428421273911
GSE267401	GSM8265214_CTC17M	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	seed_pair_ari	0.8999489955234822	False	4757	206	0.04330460374185411
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.5045581599124727	True	3493	855	0.24477526481534498
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	seed_pair_ari	0.621223904714297	False	3493	668	0.19123962210134554
GSE285505	GSM8703563_Tumor19	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	seed_pair_ari	0.5096618094831514	True	3493	1068	0.30575436587460636
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.4698089700429169	True	2473	743	0.3004448038819248
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.571701629105932	True	2473	467	0.1888394662353417
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	seed_pair_ari	0.3951319002777486	True	2473	1042	0.4213505863323898
GSE285505	GSM8703564_Tumor20	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	seed_pair_ari	0.5267665333368035	True	2473	850	0.34371209057824503
GSE285505	GSM8703565_Tumor24	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.5258040383413455	True	3563	796	0.22340724108896998
GSE285505	GSM8703565_Tumor24	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.3521177798046543	True	3563	1658	0.4653381981476284
GSE285505	GSM8703566_Tumor26	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.4018206468217198	True	3415	1263	0.3698389458272328
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.7025364186266748	False	3742	594	0.15873864243719935
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	seed_pair_ari	0.5213760728550634	True	3742	970	0.259219668626403
GSE311294	GSM9322957_TR11_206	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	seed_pair_ari	0.4701368565188977	True	3742	1408	0.37626937466595406
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.5252974814674909	True	4732	1095	0.23140321217244295
GSE311294	GSM9322958_TR11_16184	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.48358104600540514	True	4732	1290	0.27261200338123415
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.44245076336060424	True	3673	1375	0.3743533895997822
GSE311294	GSM9322959_TR11_18105	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.5740004395390883	True	3673	801	0.21807786550503674
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.4538398412217354	True	4362	1157	0.26524530032095367
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.5215876960740311	True	4362	1109	0.2542411737734984
GSE311294	GSM9322960_TR11_21723	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	seed_pair_ari	0.6737501234395817	False	4362	701	0.16070609812012837
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_23	seed_pair_ari	0.5920139611027448	True	4564	754	0.16520595968448729
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	4	seed_11	seed_37	seed_pair_ari	0.5945528849495301	True	4564	704	0.15425065731814197
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_23	seed_pair_ari	0.5522100355196259	True	4564	1086	0.23794916739702016
GSE311294	GSM9322961_TR16_23542	M3_spatial_leiden	spatial Leiden	6	seed_11	seed_37	seed_pair_ari	0.419356345006112	True	4564	1747	0.3827782646801052
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.885481926038385	False	4690	398	0.08486140724946695
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.9150021091698459	False	4690	275	0.05863539445628998
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.3962430651378623	True	4690	1813	0.38656716417910447
GSE267401	GSM8265211_CTC21P	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.6637861456417914	False	4690	857	0.18272921108742005
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.46199318155137103	True	3884	950	0.24459320288362513
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.45331505096555996	True	3884	957	0.24639546858908343
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.7611786587145578	False	3884	445	0.11457260556127703
GSE267401	GSM8265212_CTC21M	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.7183442889601744	False	3884	525	0.1351699279093718
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.35543670142630523	True	3721	1309	0.3517871539908627
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.3404947551948931	True	3721	1474	0.39613007256113947
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.8158027946805915	False	3721	418	0.11233539371136791
GSE267401	GSM8265213_CTC17P	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.8748209558667482	False	3721	272	0.07309862940069874
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.2717583225230379	True	4757	2006	0.4216943451755308
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.35560496031452066	True	4757	1616	0.3397099011982342
GSE267401	GSM8265214_CTC17M	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.39201021122732105	True	4757	1687	0.35463527433256253
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.23342141657665555	True	3493	1503	0.4302891497280275
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.3259618345922808	True	3493	1237	0.35413684511880905
GSE285505	GSM8703563_Tumor19	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.20628857692288347	True	3493	1827	0.5230460921843687
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.7666033952966026	False	2473	234	0.09462191670036393
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.7599852109145899	False	2473	239	0.09664375252729479
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.46645335618590905	True	2473	988	0.3995147594015366
GSE285505	GSM8703564_Tumor20	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.5531509198248441	True	2473	644	0.2604124545086939
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.4412925149828666	True	3563	1176	0.3300589390962672
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.5258824971770281	True	3563	900	0.25259612685938815
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.5410301518417849	True	3563	1184	0.33230423800168396
GSE285505	GSM8703565_Tumor24	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.5379652608134584	True	3563	1227	0.3443727196182992
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.5183850758555907	True	3415	964	0.2822840409956076
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.5103314327802432	True	3415	1012	0.29633967789165444
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.4882043363283289	True	3415	941	0.2755490483162518
GSE285505	GSM8703566_Tumor26	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.4875689488566196	True	3415	928	0.27174231332357246
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.8980296230419237	False	3742	162	0.0432923570283271
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.9158335357613805	False	3742	125	0.03340459647247461
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.8433771651601655	False	3742	245	0.06547300908605024
GSE311294	GSM9322957_TR11_206	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.8579559058895697	False	3742	242	0.06467129877071084
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.9182043466124618	False	4732	152	0.032121724429416736
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.933732371397007	False	4732	121	0.025570583262890956
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.6732241477771391	False	4732	1085	0.22928994082840237
GSE311294	GSM9322958_TR11_16184	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.6978046931064676	False	4732	818	0.17286559594251902
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.43620754483971563	True	3673	960	0.2613667301933025
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.4211998952567619	True	3673	1090	0.2967601415736455
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.48947485060272894	True	3673	908	0.24720936564116525
GSE311294	GSM9322959_TR11_18105	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.45451316553625554	True	3673	1185	0.32262455758235775
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.8611576572493812	False	4362	306	0.07015130674002751
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.9038178567022334	False	4362	174	0.039889958734525444
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.786280792182341	False	4362	530	0.12150389729481889
GSE311294	GSM9322960_TR11_21723	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.8420474712157808	False	4362	356	0.08161393856029345
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	4	seed_11	seed_23	seed_pair_ari	0.894669301766121	False	4564	208	0.04557405784399649
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	4	seed_11	seed_37	seed_pair_ari	0.9475393235839412	False	4564	93	0.02037686240140228
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	6	seed_11	seed_23	seed_pair_ari	0.8181011402241735	False	4564	394	0.08632778264680105
GSE311294	GSM9322961_TR16_23542	M4_spagcn	SpaGCN-style	6	seed_11	seed_37	seed_pair_ari	0.911439850930665	False	4564	189	0.04141104294478527
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.7814710671088025	False	4690	544	0.11599147121535182
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.8235551809691752	False	4690	548	0.11684434968017057
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.42866225874074226	True	4690	1692	0.3607675906183369
GSE267401	GSM8265211_CTC21P	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.6093380203897443	False	4690	1377	0.29360341151385927
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.3496834280993498	True	3884	1280	0.329557157569516
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.46465180834211955	True	3884	969	0.24948506694129763
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.5819184554753977	True	3884	837	0.2154994850669413
GSE267401	GSM8265212_CTC21M	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.8152638190010493	False	3884	326	0.0839340885684861
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.5871778169099283	True	3721	638	0.17145928513840367
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.21074584663594817	True	3721	1799	0.4834721848965332
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.5416860280257496	True	3721	1216	0.32679387261488846
GSE267401	GSM8265213_CTC17P	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.5432481863517169	True	3721	1217	0.3270626175759205
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.3651871793322926	True	4757	1436	0.3018709270548665
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.558011906827754	True	4757	939	0.197393315114568
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.5107323368148059	True	4757	1271	0.2671852007567795
GSE267401	GSM8265214_CTC17M	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.5226583709022751	True	4757	1407	0.29577464788732394
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.30336193382096993	True	3493	1275	0.3650157457772688
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.5501982012297081	True	3493	630	0.18036072144288579
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.4503088965692135	True	3493	1094	0.3131978242198683
GSE285505	GSM8703563_Tumor19	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.5462106637939609	True	3493	720	0.20612653879186946
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.6583168019895494	False	2473	304	0.12292761827739587
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.8134913314244436	False	2473	160	0.0646987464617873
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.4929986060759494	True	2473	883	0.35705620703598867
GSE285505	GSM8703564_Tumor20	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.4786169742697316	True	2473	821	0.3319854427820461
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.7557286179211563	False	3563	371	0.10412573673870335
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.4622316922103837	True	3563	1133	0.317990457479652
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.5773904982734605	True	3563	773	0.2169520067358967
GSE285505	GSM8703565_Tumor24	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.6665410547056908	False	3563	812	0.22789783889980353
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.7993836955904198	False	3415	270	0.07906295754026355
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.798983441797553	False	3415	281	0.08228404099560761
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.6004104283808045	False	3415	824	0.24128843338213762
GSE285505	GSM8703566_Tumor26	M5_stagate	STAGATE-style	6	seed_11	seed_37	seed_pair_ari	0.534279484749666	True	3415	923	0.2702781844802343
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	4	seed_11	seed_23	seed_pair_ari	0.4169336881962351	True	3742	1177	0.31453768038482094
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	4	seed_11	seed_37	seed_pair_ari	0.7611058603889268	False	3742	357	0.0954035275253875
GSE311294	GSM9322957_TR11_206	M5_stagate	STAGATE-style	6	seed_11	seed_23	seed_pair_ari	0.5461594768528572	True	3742	849	0.22688401924104756
